county,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"In, Posey County",18,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In, Pulaski County",18,131,0,1,1,0,1,0,1,0,1,3,0,0,0,1,3,2,1,4
"In, Putnam County",18,133,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4,3
"In, Randolph County",18,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In, Ripley County",18,137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
"In, Rush County",18,139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"In, St. Joseph County",18,141,2,3,1,3,1,2,4,6,10,5,10,10,16,21,31,21,25,21
"In, Scott County",18,143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"In, Shelby County",18,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In, Spencer County",18,147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"In, Starke County",18,149,2,0,0,0,0,0,0,3,2,6,2,5,5,4,4,2,0,0
"In, Steuben County",18,151,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"In, Sullivan County",18,153,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"In, Switzerland County",18,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In, Tippecanoe County",18,157,0,0,1,1,2,1,3,1,2,0,2,3,1,4,4,2,3,2
"In, Tipton County",18,159,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"In, Union County",18,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In, Vanderburgh County",18,163,2,1,1,2,0,0,2,2,3,2,0,2,0,0,0,0,3,0
"In, Vermillion County",18,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"In, Vigo County",18,167,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,1,5,0
"In, Wabash County",18,169,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0
"In, Warren County",18,171,0,0,0,0,0,3,1,1,1,0,1,0,0,0,1,0,0,0
"In, Warrick County",18,173,0,0,1,1,0,0,3,0,1,1,0,0,2,0,0,0,0,1
"In, Washington County",18,175,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"In, Wayne County",18,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In, Wells County",18,179,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"In, White County",18,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1
"In, Whitley County",18,183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Io, Adair County",19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Io, Adams County",19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Io, Allamakee County",19,5,3,2,1,2,8,4,5,4,2,1,11,11,9,4,5,7,2,10
"Io, Appanoose County",19,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Io, Audubon County",19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Io, Benton County",19,11,0,0,0,0,3,2,0,1,0,0,2,0,4,0,14,3,9,5
"Io, Black Hawk County",19,13,0,0,1,2,3,3,0,2,1,1,3,5,6,2,8,3,7,4
"Io, Boone County",19,15,0,0,1,1,0,1,0,0,0,1,0,3,4,0,5,0,2,3
"Io, Bremer County",19,17,0,0,0,0,1,1,1,1,0,0,0,1,3,0,0,0,1,1
"Io, Buchanan County",19,19,0,0,0,0,0,2,0,2,0,0,0,1,3,1,3,4,0,3
"Io, Buena Vista County",19,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Io, Butler County",19,23,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0
"Io, Calhoun County",19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Io, Carroll County",19,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Io, Cass County",19,29,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"Io, Cedar County",19,31,0,0,1,0,1,1,1,0,2,1,1,0,0,0,1,5,4,1
"Io, Cerro Gordo County",19,33,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,2
"Io, Cherokee County",19,35,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
"Io, Chickasaw County",19,37,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,2,1,1
"Io, Clarke County",19,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Io, Clay County",19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Io, Clayton County",19,43,2,1,1,3,5,5,6,10,10,10,13,12,17,6,14,12,16,8
"Io, Clinton County",19,45,1,0,0,1,1,0,2,5,1,0,1,3,2,6,5,4,0,1
"Io, Crawford County",19,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Io, Dallas County",19,49,0,1,0,0,0,1,1,1,3,0,0,1,1,2,4,2,3,4
"Io, Davis County",19,51,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Io, Decatur County",19,53,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
"Io, Delaware County",19,55,0,0,1,1,1,2,1,2,1,1,0,2,7,0,9,5,3,2
"Io, Des Moines County",19,57,1,2,1,0,0,0,1,0,1,0,2,0,5,4,2,1,1,2
"Io, Dickinson County",19,59,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,2
"Io, Dubuque County",19,61,0,3,4,2,3,7,5,7,8,5,12,9,29,17,27,22,36,33
"Io, Emmet County",19,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Io, Fayette County",19,65,0,0,1,3,1,3,7,1,2,2,3,4,1,1,2,4,3,3
"Io, Floyd County",19,67,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,0
"Io, Franklin County",19,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Io, Fremont County",19,71,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Io, Greene County",19,73,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"Io, Grundy County",19,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Io, Guthrie County",19,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Io, Hamilton County",19,79,0,0,0,0,0,2,1,1,0,1,0,1,1,1,0,0,0,1
"Io, Hancock County",19,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Io, Hardin County",19,83,0,1,2,0,0,0,0,1,0,0,1,1,3,1,0,1,1,0
"Io, Harrison County",19,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Io, Henry County",19,87,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,2
"Io, Howard County",19,89,0,0,0,0,0,3,2,1,0,0,0,0,1,0,1,0,1,0
"Io, Humboldt County",19,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Io, Ida County",19,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Io, Iowa County",19,95,5,2,0,3,1,2,8,6,3,2,0,1,5,2,1,3,0,3
"Io, Jackson County",19,97,0,1,1,0,2,1,3,1,3,4,4,3,12,10,8,6,7,4
"Io, Jasper County",19,99,1,1,1,0,1,2,2,0,1,1,0,1,1,3,0,1,2,2
"Io, Jefferson County",19,101,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,2,1,4
"Io, Johnson County",19,103,2,3,4,6,13,11,28,16,25,24,13,26,40,42,66,38,43,58
"Io, Jones County",19,105,1,0,2,0,0,0,0,1,0,0,0,1,0,0,3,1,4,2
"Io, Keokuk County",19,107,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1
"Io, Kossuth County",19,109,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
"Io, Lee County",19,111,1,0,2,0,0,0,2,2,2,0,0,1,0,2,2,0,0,4
"Io, Linn County",19,113,2,2,6,1,5,10,10,5,8,8,10,13,15,19,39,42,33,47
"Io, Louisa County",19,115,0,0,0,0,0,2,2,3,1,0,0,3,0,1,1,0,0,0
"Io, Lucas County",19,117,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
"Io, Lyon County",19,119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Io, Madison County",19,121,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0
"Io, Mahaska County",19,123,0,0,0,0,0,1,0,1,1,0,0,1,1,0,4,0,0,1
"Io, Marion County",19,125,0,2,1,0,1,0,2,0,0,0,1,4,4,9,6,3,1,2
"Io, Marshall County",19,127,0,2,2,0,1,1,1,1,0,0,0,2,1,0,5,2,2,2
"Io, Mills County",19,129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Io, Mitchell County",19,131,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Io, Monona County",19,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Io, Monroe County",19,135,0,0,1,0,0,0,2,0,0,0,0,1,1,1,1,0,0,2
"Io, Montgomery County",19,137,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
"Io, Muscatine County",19,139,2,3,3,6,9,2,4,5,4,2,1,7,8,11,11,7,2,7
"Io, O'Brien County",19,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Io, Osceola County",19,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Io, Page County",19,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Io, Palo Alto County",19,147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Io, Plymouth County",19,149,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
"Io, Pocahontas County",19,151,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Io, Polk County",19,153,1,2,0,2,7,8,4,7,6,4,3,10,8,18,17,14,21,11
"Io, Pottawattamie County",19,155,0,0,0,0,0,2,1,1,0,1,0,0,1,0,1,0,3,2
"Io, Poweshiek County",19,157,0,0,0,0,1,0,0,0,2,1,0,1,2,2,0,1,0,1
"Io, Ringgold County",19,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Io, Sac County",19,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Io, Scott County",19,163,4,5,6,2,5,6,2,7,6,3,3,11,12,13,14,8,14,11
"Io, Shelby County",19,165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Io, Sioux County",19,167,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,1,0
"Io, Story County",19,169,1,3,5,3,4,0,2,1,2,0,1,2,3,2,3,5,5,1
"Io, Tama County",19,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"Io, Taylor County",19,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Io, Union County",19,175,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Io, Van Buren County",19,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Io, Wapello County",19,179,1,2,0,1,0,1,1,0,0,0,1,2,2,0,3,2,0,1
"Io, Warren County",19,181,0,0,0,1,0,1,1,1,2,0,2,0,0,0,1,4,0,2
"Io, Washington County",19,183,0,0,0,0,0,0,2,0,0,1,0,1,3,2,4,5,0,3
"Io, Wayne County",19,185,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Io, Webster County",19,187,0,0,2,0,2,0,2,0,0,0,0,2,3,0,1,1,2,5
"Io, Winnebago County",19,189,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0
"Io, Winneshiek County",19,191,0,0,2,1,3,1,3,7,2,5,6,8,13,4,6,7,8,9
"Io, Woodbury County",19,193,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,1
"Io, Worth County",19,195,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
"Io, Wright County",19,197,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0
"Ka, Allen County",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Ka, Anderson County",20,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ka, Atchison County",20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Barber County",20,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ka, Barton County",20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ka, Bourbon County",20,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
"Ka, Brown County",20,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Butler County",20,15,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"Ka, Chase County",20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Chautauqua County",20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Cherokee County",20,21,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"Ka, Cheyenne County",20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Clark County",20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Clay County",20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Cloud County",20,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Ka, Coffey County",20,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Ka, Comanche County",20,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Cowley County",20,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
"Ka, Crawford County",20,37,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,0,2,2
"Ka, Decatur County",20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Dickinson County",20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"Ka, Doniphan County",20,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Douglas County",20,45,0,4,1,0,0,0,0,0,4,1,2,3,6,2,0,1,1,2
"Ka, Edwards County",20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Elk County",20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Ellis County",20,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ka, Ellsworth County",20,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Finney County",20,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Ford County",20,57,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1
"Ka, Franklin County",20,59,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"Ka, Geary County",20,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"Ka, Gove County",20,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Graham County",20,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Grant County",20,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Gray County",20,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ka, Greeley County",20,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Greenwood County",20,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"Ka, Hamilton County",20,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Harper County",20,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Harvey County",20,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Haskell County",20,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ka, Hodgeman County",20,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Jackson County",20,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Ka, Jefferson County",20,87,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"Ka, Jewell County",20,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Johnson County",20,91,0,1,0,0,1,2,3,4,7,5,3,5,7,3,5,7,5,6
"Ka, Kearny County",20,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Kingman County",20,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Ka, Kiowa County",20,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Labette County",20,99,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,1
"Ka, Lane County",20,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Leavenworth County",20,103,1,0,0,1,0,0,0,0,1,0,2,0,0,1,1,1,3,1
"Ka, Lincoln County",20,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Linn County",20,107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ka, Logan County",20,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Lyon County",20,111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0
"Ka, McPherson County",20,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ka, Marion County",20,115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Ka, Marshall County",20,117,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ka, Meade County",20,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Miami County",20,121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Ka, Mitchell County",20,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Montgomery County",20,125,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
"Ka, Morris County",20,127,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Ka, Morton County",20,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Nemaha County",20,131,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ka, Neosho County",20,133,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
"Ka, Ness County",20,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Norton County",20,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Osage County",20,139,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ka, Osborne County",20,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ka, Ottawa County",20,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ka, Pawnee County",20,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Phillips County",20,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Pottawatomie County",20,149,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"Ka, Pratt County",20,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Ka, Rawlins County",20,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Reno County",20,155,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,2,2,0
"Ka, Republic County",20,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Rice County",20,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ka, Riley County",20,161,0,0,0,1,0,0,0,1,1,2,0,0,1,1,0,0,1,0
"Ka, Rooks County",20,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ka, Rush County",20,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Russell County",20,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Saline County",20,169,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
"Ka, Scott County",20,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Sedgwick County",20,173,0,0,0,0,0,0,0,3,0,0,3,2,5,3,6,5,6,1
"Ka, Seward County",20,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Shawnee County",20,177,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,2,0,3
"Ka, Sheridan County",20,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Sherman County",20,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Smith County",20,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Stafford County",20,185,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Ka, Stanton County",20,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Stevens County",20,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Sumner County",20,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ka, Thomas County",20,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Trego County",20,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Wabaunsee County",20,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ka, Wallace County",20,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Washington County",20,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Wichita County",20,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Wilson County",20,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Woodson County",20,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka, Wyandotte County",20,209,0,0,0,0,0,0,2,1,0,0,1,0,2,2,3,3,2,0
"Ke, Adair County",21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Ke, Allen County",21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ke, Anderson County",21,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Ke, Ballard County",21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ke, Barren County",21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"Ke, Bath County",21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ke, Bell County",21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ke, Boone County",21,15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,1
"Ke, Bourbon County",21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ke, Boyd County",21,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Ke, Boyle County",21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ke, Bracken County",21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ke, Breathitt County",21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ke, Breckinridge County",21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ke, Bullitt County",21,29,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Ke, Butler County",21,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ke, Caldwell County",21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ke, Calloway County",21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ke, Campbell County",21,37,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Ke, Carlisle County",21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ke, Carroll County",21,41,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,0,0,0
"Ke, Carter County",21,43,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
"Ke, Casey County",21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ke, Christian County",21,47,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ke, Clark County",21,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ke, Clay County",21,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ke, Clinton County",21,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ke, Crittenden County",21,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ke, Cumberland County",21,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ke, Daviess County",21,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ke, Edmonson County",21,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ke, Elliott County",21,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ke, Estill County",21,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ke, Fayette County",21,67,1,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"Ke, Fleming County",21,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ke, Floyd County",21,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ke, Franklin County",21,73,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Ke, Fulton County",21,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ke, Gallatin County",21,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ke, Garrard County",21,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ke, Grant County",21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ke, Graves County",21,83,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ke, Grayson County",21,85,1,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
"Ke, Green County",21,87,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
