county,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"So, Stanley County",46,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"So, Sully County",46,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"So, Todd County",46,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"So, Tripp County",46,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"So, Turner County",46,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"So, Union County",46,127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"So, Walworth County",46,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"So, Yankton County",46,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"So, Ziebach County",46,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Anderson County",47,1,0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0
"Te, Bedford County",47,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Benton County",47,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Bledsoe County",47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Blount County",47,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"Te, Bradley County",47,11,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Te, Campbell County",47,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
"Te, Cannon County",47,15,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Te, Carroll County",47,17,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"Te, Carter County",47,19,0,0,0,0,0,0,0,0,3,0,0,3,1,1,0,0,1,1
"Te, Cheatham County",47,21,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Te, Chester County",47,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Te, Claiborne County",47,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Te, Clay County",47,27,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"Te, Cocke County",47,29,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Te, Coffee County",47,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Crockett County",47,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Cumberland County",47,35,1,1,0,1,0,0,0,0,0,0,0,1,1,2,0,2,1,0
"Te, Davidson County",47,37,3,2,2,0,1,1,5,3,0,0,6,2,0,5,7,1,6,0
"Te, Decatur County",47,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Te, DeKalb County",47,41,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Te, Dickson County",47,43,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0
"Te, Dyer County",47,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Fayette County",47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Fentress County",47,49,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0
"Te, Franklin County",47,51,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Gibson County",47,53,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Te, Giles County",47,55,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
"Te, Grainger County",47,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Te, Greene County",47,59,0,0,0,0,0,0,0,0,3,2,0,1,1,1,1,0,1,1
"Te, Grundy County",47,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Hamblen County",47,63,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
"Te, Hamilton County",47,65,2,3,2,0,0,0,1,5,2,0,4,1,2,0,0,0,1,0
"Te, Hancock County",47,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Te, Hardeman County",47,69,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Te, Hardin County",47,71,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Te, Hawkins County",47,73,0,1,0,0,0,0,0,0,1,2,1,1,1,0,1,0,0,0
"Te, Haywood County",47,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Henderson County",47,77,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"Te, Henry County",47,79,0,1,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0
"Te, Hickman County",47,81,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
"Te, Houston County",47,83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Te, Humphreys County",47,85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Te, Jackson County",47,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Jefferson County",47,89,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Te, Johnson County",47,91,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"Te, Knox County",47,93,3,2,1,5,3,3,4,0,1,0,2,0,1,0,0,0,1,4
"Te, Lake County",47,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Lauderdale County",47,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Lawrence County",47,99,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0
"Te, Lewis County",47,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Lincoln County",47,103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Te, Loudon County",47,105,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
"Te, McMinn County",47,107,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, McNairy County",47,109,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Te, Macon County",47,111,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Madison County",47,113,0,1,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0
"Te, Marion County",47,115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Marshall County",47,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Maury County",47,119,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"Te, Meigs County",47,121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Monroe County",47,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Montgomery County",47,125,3,4,1,0,0,0,0,1,0,1,0,0,0,0,2,1,0,3
"Te, Moore County",47,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Morgan County",47,129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Te, Obion County",47,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Overton County",47,133,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
"Te, Perry County",47,135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Te, Pickett County",47,137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Te, Polk County",47,139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Putnam County",47,141,0,0,0,0,1,1,0,0,1,1,5,0,0,0,0,0,0,0
"Te, Rhea County",47,143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Te, Roane County",47,145,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Robertson County",47,147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"Te, Rutherford County",47,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Te, Scott County",47,151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Te, Sequatchie County",47,153,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Te, Sevier County",47,155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
"Te, Shelby County",47,157,2,0,6,1,2,0,5,5,7,3,5,0,0,0,0,1,2,4
"Te, Smith County",47,159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Te, Stewart County",47,161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Sullivan County",47,163,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,1,4,2
"Te, Sumner County",47,165,4,2,1,1,0,0,1,0,2,1,1,0,2,0,1,3,3,0
"Te, Tipton County",47,167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Te, Trousdale County",47,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Te, Unicoi County",47,171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"Te, Union County",47,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Te, Van Buren County",47,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Warren County",47,177,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Te, Washington County",47,179,0,0,0,1,0,0,0,2,5,1,0,3,3,2,1,1,3,2
"Te, Wayne County",47,181,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Weakley County",47,183,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
"Te, White County",47,185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"Te, Williamson County",47,187,0,1,0,1,0,0,1,3,3,2,0,1,3,3,0,0,0,1
"Te, Wilson County",47,189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,1
"Te, Anderson County",48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Andrews County",48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Angelina County",48,5,1,0,0,1,0,0,2,1,0,2,2,3,1,0,0,0,0,0
"Te, Aransas County",48,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Te, Archer County",48,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Te, Armstrong County",48,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Atascosa County",48,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Austin County",48,15,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Te, Bailey County",48,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Bandera County",48,19,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"Te, Bastrop County",48,21,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0
"Te, Baylor County",48,23,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Te, Bee County",48,25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"Te, Bell County",48,27,0,1,2,3,0,0,1,0,0,0,0,0,1,1,1,0,0,0
"Te, Bexar County",48,29,0,0,4,6,3,0,1,0,1,0,2,0,1,0,7,5,4,2
"Te, Blanco County",48,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Borden County",48,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Bosque County",48,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Bowie County",48,37,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
"Te, Brazoria County",48,39,0,0,0,0,1,0,1,0,0,0,0,1,2,1,2,1,0,1
"Te, Brazos County",48,41,0,2,0,0,0,1,0,0,2,0,0,1,0,0,0,2,0,0
"Te, Brewster County",48,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Te, Briscoe County",48,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Brooks County",48,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Brown County",48,49,0,1,1,1,1,1,2,4,23,1,3,5,3,0,0,0,0,0
"Te, Burleson County",48,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Burnet County",48,53,0,1,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0
"Te, Caldwell County",48,55,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Calhoun County",48,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Callahan County",48,59,0,0,1,0,0,0,0,1,6,1,0,0,1,0,0,0,0,0
"Te, Cameron County",48,61,0,1,0,1,2,1,0,1,2,0,0,1,0,0,0,1,0,1
"Te, Camp County",48,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Carson County",48,65,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Te, Cass County",48,67,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Te, Castro County",48,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Chambers County",48,71,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0
"Te, Cherokee County",48,73,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Te, Childress County",48,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Te, Clay County",48,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Te, Cochran County",48,79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Te, Coke County",48,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Coleman County",48,83,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
"Te, Collin County",48,85,3,9,1,0,1,1,3,9,28,10,1,3,3,2,1,5,0,1
"Te, Collingsworth County",48,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Colorado County",48,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Comal County",48,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Comanche County",48,93,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
"Te, Concho County",48,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Cooke County",48,97,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0
"Te, Coryell County",48,99,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,2,0
"Te, Cottle County",48,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Crane County",48,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Crockett County",48,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Crosby County",48,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Culberson County",48,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Dallam County",48,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Dallas County",48,113,7,23,16,2,1,0,2,4,47,12,3,2,2,4,7,0,4,7
"Te, Dawson County",48,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Deaf Smith County",48,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Delta County",48,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Denton County",48,121,5,5,5,1,0,0,10,18,23,11,8,5,1,1,0,3,3,2
"Te, DeWitt County",48,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Dickens County",48,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Te, Dimmit County",48,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Donley County",48,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Duval County",48,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Eastland County",48,133,0,0,0,1,0,0,1,3,5,0,0,0,0,0,0,0,0,0
"Te, Ector County",48,135,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
"Te, Edwards County",48,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Ellis County",48,139,2,1,1,0,0,0,1,4,2,3,2,0,1,0,0,0,0,0
"Te, El Paso County",48,141,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,2,0
"Te, Erath County",48,143,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Te, Falls County",48,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Fannin County",48,147,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Te, Fayette County",48,149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Te, Fisher County",48,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Floyd County",48,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Foard County",48,155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Fort Bend County",48,157,0,1,0,1,3,1,2,6,3,1,0,1,2,1,0,2,3,0
"Te, Franklin County",48,159,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Te, Freestone County",48,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Te, Frio County",48,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Gaines County",48,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Galveston County",48,167,0,0,1,0,0,0,0,1,5,3,0,0,0,2,2,2,0,0
"Te, Garza County",48,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Gillespie County",48,171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Glasscock County",48,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Goliad County",48,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Te, Gonzales County",48,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Gray County",48,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Grayson County",48,181,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,2,0,1
"Te, Gregg County",48,183,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Te, Grimes County",48,185,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0
"Te, Guadalupe County",48,187,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Te, Hale County",48,189,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Te, Hall County",48,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Hamilton County",48,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Hansford County",48,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Hardeman County",48,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Hardin County",48,199,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Te, Harris County",48,201,1,4,7,6,8,3,4,12,22,31,8,11,11,8,11,8,10,5
"Te, Harrison County",48,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Hartley County",48,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Te, Haskell County",48,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Hays County",48,209,2,3,1,3,4,1,1,1,1,1,1,1,4,0,0,0,0,0
"Te, Hemphill County",48,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Te, Henderson County",48,213,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"Te, Hidalgo County",48,215,0,1,3,2,2,0,1,7,6,3,1,0,1,0,1,2,1,3
"Te, Hill County",48,217,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Te, Hockley County",48,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Te, Hood County",48,221,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Te, Hopkins County",48,223,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
"Te, Houston County",48,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Howard County",48,227,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Te, Hudspeth County",48,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Hunt County",48,231,1,0,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
"Te, Hutchinson County",48,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Irion County",48,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Jack County",48,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Jackson County",48,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Jasper County",48,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Jeff Davis County",48,243,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Te, Jefferson County",48,245,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
"Te, Jim Hogg County",48,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Jim Wells County",48,249,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"Te, Johnson County",48,251,0,5,0,0,0,1,0,1,1,2,0,0,0,1,0,0,1,0
"Te, Jones County",48,253,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Karnes County",48,255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Te, Kaufman County",48,257,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
"Te, Kendall County",48,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Te, Kenedy County",48,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Kent County",48,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Kerr County",48,265,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Te, Kimble County",48,267,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Te, King County",48,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Kinney County",48,271,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Te, Kleberg County",48,273,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Te, Knox County",48,275,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Lamar County",48,277,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"Te, Lamb County",48,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Lampasas County",48,281,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, La Salle County",48,283,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Lavaca County",48,285,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Te, Lee County",48,287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Leon County",48,289,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Te, Liberty County",48,291,0,0,0,0,1,1,0,0,0,0,1,2,0,2,1,0,0,0
"Te, Limestone County",48,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Te, Lipscomb County",48,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Live Oak County",48,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Llano County",48,299,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Te, Loving County",48,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Lubbock County",48,303,1,1,0,0,0,1,2,1,0,1,0,1,0,0,1,2,0,0
"Te, Lynn County",48,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, McCulloch County",48,307,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Te, McLennan County",48,309,0,1,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0
"Te, McMullen County",48,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Madison County",48,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Marion County",48,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Martin County",48,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Te, Mason County",48,319,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Te, Matagorda County",48,321,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Te, Maverick County",48,323,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Medina County",48,325,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Te, Menard County",48,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Midland County",48,329,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"Te, Milam County",48,331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Mills County",48,333,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Te, Mitchell County",48,335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Te, Montague County",48,337,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Te, Montgomery County",48,339,1,0,0,2,1,0,7,8,7,11,3,10,6,1,2,1,1,0
"Te, Moore County",48,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Morris County",48,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Te, Motley County",48,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te, Nacogdoches County",48,347,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
"Te, Navarro County",48,349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
