,County,State,State Abbreviation,Avg Temperature (F),Year
10216,Jackson County,Kansas,KS,71.5,2004
10217,Jefferson County,Kansas,KS,71.9,2004
10218,Jewell County,Kansas,KS,72.5,2004
10219,Johnson County,Kansas,KS,72.3,2004
10220,Kearny County,Kansas,KS,72.0,2004
10221,Kingman County,Kansas,KS,74.6,2004
10222,Kiowa County,Kansas,KS,73.6,2004
10223,Labette County,Kansas,KS,74.0,2004
10224,Lane County,Kansas,KS,72.4,2004
10225,Leavenworth County,Kansas,KS,72.4,2004
10226,Lincoln County,Kansas,KS,74.2,2004
10227,Linn County,Kansas,KS,72.6,2004
10228,Logan County,Kansas,KS,71.5,2004
10229,Lyon County,Kansas,KS,72.6,2004
10230,McPherson County,Kansas,KS,74.5,2004
10231,Marion County,Kansas,KS,73.5,2004
10232,Marshall County,Kansas,KS,71.9,2004
10233,Meade County,Kansas,KS,73.5,2004
10234,Miami County,Kansas,KS,72.2,2004
10235,Mitchell County,Kansas,KS,73.6,2004
10236,Montgomery County,Kansas,KS,74.3,2004
10237,Morris County,Kansas,KS,72.5,2004
10238,Morton County,Kansas,KS,72.3,2004
10239,Nemaha County,Kansas,KS,71.0,2004
10240,Neosho County,Kansas,KS,73.3,2004
10241,Ness County,Kansas,KS,73.1,2004
10242,Norton County,Kansas,KS,72.1,2004
10243,Osage County,Kansas,KS,72.4,2004
10244,Osborne County,Kansas,KS,73.4,2004
10245,Ottawa County,Kansas,KS,74.2,2004
10246,Pawnee County,Kansas,KS,73.6,2004
10247,Phillips County,Kansas,KS,72.7,2004
10248,Pottawatomie County,Kansas,KS,72.1,2004
10249,Pratt County,Kansas,KS,73.9,2004
10250,Rawlins County,Kansas,KS,70.7,2004
10251,Reno County,Kansas,KS,74.3,2004
10252,Republic County,Kansas,KS,72.5,2004
10253,Rice County,Kansas,KS,74.0,2004
10254,Riley County,Kansas,KS,72.5,2004
10255,Rooks County,Kansas,KS,73.0,2004
10256,Rush County,Kansas,KS,73.2,2004
10257,Russell County,Kansas,KS,73.9,2004
10258,Saline County,Kansas,KS,75.3,2004
10259,Scott County,Kansas,KS,71.8,2004
10260,Sedgwick County,Kansas,KS,74.8,2004
10261,Seward County,Kansas,KS,73.0,2004
10262,Shawnee County,Kansas,KS,72.3,2004
10263,Sheridan County,Kansas,KS,71.7,2004
10264,Sherman County,Kansas,KS,70.1,2004
10265,Smith County,Kansas,KS,72.5,2004
10266,Stafford County,Kansas,KS,73.7,2004
10267,Stanton County,Kansas,KS,72.2,2004
10268,Stevens County,Kansas,KS,72.7,2004
10269,Sumner County,Kansas,KS,75.6,2004
10270,Thomas County,Kansas,KS,70.8,2004
10271,Trego County,Kansas,KS,72.9,2004
10272,Wabaunsee County,Kansas,KS,72.3,2004
10273,Wallace County,Kansas,KS,70.5,2004
10274,Washington County,Kansas,KS,72.7,2004
10275,Wichita County,Kansas,KS,70.7,2004
10276,Wilson County,Kansas,KS,73.7,2004
10277,Woodson County,Kansas,KS,73.1,2004
10278,Wyandotte County,Kansas,KS,72.5,2004
10279,Adair County,Kentucky,KY,71.1,2004
10280,Allen County,Kentucky,KY,72.4,2004
10281,Anderson County,Kentucky,KY,70.7,2004
10282,Ballard County,Kentucky,KY,73.4,2004
10283,Barren County,Kentucky,KY,72.6,2004
10284,Bath County,Kentucky,KY,70.9,2004
10285,Bell County,Kentucky,KY,69.7,2004
10286,Boone County,Kentucky,KY,70.9,2004
10287,Bourbon County,Kentucky,KY,70.3,2004
10288,Boyd County,Kentucky,KY,71.0,2004
10289,Boyle County,Kentucky,KY,70.3,2004
10290,Bracken County,Kentucky,KY,70.8,2004
10291,Breathitt County,Kentucky,KY,70.8,2004
10292,Breckinridge County,Kentucky,KY,71.4,2004
10293,Bullitt County,Kentucky,KY,71.9,2004
10294,Butler County,Kentucky,KY,72.7,2004
10295,Caldwell County,Kentucky,KY,73.0,2004
10296,Calloway County,Kentucky,KY,73.3,2004
10297,Campbell County,Kentucky,KY,71.3,2004
10298,Carlisle County,Kentucky,KY,73.5,2004
10299,Carroll County,Kentucky,KY,71.2,2004
10300,Carter County,Kentucky,KY,70.6,2004
10301,Casey County,Kentucky,KY,69.9,2004
10302,Christian County,Kentucky,KY,72.8,2004
10303,Clark County,Kentucky,KY,70.5,2004
10304,Clay County,Kentucky,KY,70.4,2004
10305,Clinton County,Kentucky,KY,71.0,2004
10306,Crittenden County,Kentucky,KY,73.1,2004
10307,Cumberland County,Kentucky,KY,72.4,2004
10308,Daviess County,Kentucky,KY,72.7,2004
10309,Edmonson County,Kentucky,KY,72.7,2004
10310,Elliott County,Kentucky,KY,70.6,2004
10311,Estill County,Kentucky,KY,70.9,2004
10312,Fayette County,Kentucky,KY,70.2,2004
10313,Fleming County,Kentucky,KY,70.7,2004
10314,Floyd County,Kentucky,KY,71.3,2004
10315,Franklin County,Kentucky,KY,70.8,2004
10316,Fulton County,Kentucky,KY,73.7,2004
10317,Gallatin County,Kentucky,KY,71.1,2004
10318,Garrard County,Kentucky,KY,70.7,2004
10319,Grant County,Kentucky,KY,70.6,2004
10320,Graves County,Kentucky,KY,73.3,2004
10321,Grayson County,Kentucky,KY,71.8,2004
10322,Green County,Kentucky,KY,71.7,2004
10323,Greenup County,Kentucky,KY,70.8,2004
10324,Hancock County,Kentucky,KY,72.1,2004
10325,Hardin County,Kentucky,KY,71.2,2004
10326,Harlan County,Kentucky,KY,68.9,2004
10327,Harrison County,Kentucky,KY,70.6,2004
10328,Hart County,Kentucky,KY,72.0,2004
10329,Henderson County,Kentucky,KY,72.9,2004
10330,Henry County,Kentucky,KY,70.8,2004
10331,Hickman County,Kentucky,KY,73.5,2004
10332,Hopkins County,Kentucky,KY,73.1,2004
10333,Jackson County,Kentucky,KY,69.7,2004
10334,Jefferson County,Kentucky,KY,72.1,2004
10335,Jessamine County,Kentucky,KY,70.6,2004
10336,Johnson County,Kentucky,KY,70.8,2004
10337,Kenton County,Kentucky,KY,70.9,2004
10338,Knott County,Kentucky,KY,70.4,2004
10339,Knox County,Kentucky,KY,70.3,2004
10340,Larue County,Kentucky,KY,71.1,2004
10341,Laurel County,Kentucky,KY,69.9,2004
10342,Lawrence County,Kentucky,KY,70.9,2004
10343,Lee County,Kentucky,KY,70.8,2004
10344,Leslie County,Kentucky,KY,70.3,2004
10345,Letcher County,Kentucky,KY,69.9,2004
10346,Lewis County,Kentucky,KY,70.7,2004
10347,Lincoln County,Kentucky,KY,70.0,2004
10348,Livingston County,Kentucky,KY,73.4,2004
10349,Logan County,Kentucky,KY,72.5,2004
10350,Lyon County,Kentucky,KY,73.4,2004
10351,McCracken County,Kentucky,KY,73.5,2004
10352,McCreary County,Kentucky,KY,69.7,2004
10353,McLean County,Kentucky,KY,72.9,2004
10354,Madison County,Kentucky,KY,70.8,2004
10355,Magoffin County,Kentucky,KY,70.5,2004
10356,Marion County,Kentucky,KY,70.7,2004
10357,Marshall County,Kentucky,KY,73.7,2004
10358,Martin County,Kentucky,KY,71.2,2004
10359,Mason County,Kentucky,KY,70.7,2004
10360,Meade County,Kentucky,KY,71.2,2004
10361,Menifee County,Kentucky,KY,70.5,2004
10362,Mercer County,Kentucky,KY,70.6,2004
10363,Metcalfe County,Kentucky,KY,72.0,2004
10364,Monroe County,Kentucky,KY,72.6,2004
10365,Montgomery County,Kentucky,KY,70.6,2004
10366,Morgan County,Kentucky,KY,70.7,2004
10367,Muhlenberg County,Kentucky,KY,73.0,2004
10368,Nelson County,Kentucky,KY,71.3,2004
10369,Nicholas County,Kentucky,KY,70.5,2004
10370,Ohio County,Kentucky,KY,72.5,2004
10371,Oldham County,Kentucky,KY,71.2,2004
10372,Owen County,Kentucky,KY,70.8,2004
10373,Owsley County,Kentucky,KY,70.6,2004
10374,Pendleton County,Kentucky,KY,71.0,2004
10375,Perry County,Kentucky,KY,70.7,2004
10376,Pike County,Kentucky,KY,71.2,2004
10377,Powell County,Kentucky,KY,70.9,2004
10378,Pulaski County,Kentucky,KY,70.1,2004
10379,Robertson County,Kentucky,KY,70.7,2004
10380,Rockcastle County,Kentucky,KY,69.9,2004
10381,Rowan County,Kentucky,KY,70.6,2004
10382,Russell County,Kentucky,KY,70.8,2004
10383,Scott County,Kentucky,KY,70.4,2004
10384,Shelby County,Kentucky,KY,70.7,2004
10385,Simpson County,Kentucky,KY,72.3,2004
10386,Spencer County,Kentucky,KY,71.2,2004
10387,Taylor County,Kentucky,KY,70.8,2004
10388,Todd County,Kentucky,KY,72.6,2004
10389,Trigg County,Kentucky,KY,73.1,2004
10390,Trimble County,Kentucky,KY,71.0,2004
10391,Union County,Kentucky,KY,73.0,2004
10392,Warren County,Kentucky,KY,72.7,2004
10393,Washington County,Kentucky,KY,70.7,2004
10394,Wayne County,Kentucky,KY,70.3,2004
10395,Webster County,Kentucky,KY,73.0,2004
10396,Whitley County,Kentucky,KY,70.1,2004
10397,Wolfe County,Kentucky,KY,70.6,2004
10398,Woodford County,Kentucky,KY,70.6,2004
10399,Acadia Parish,Louisiana,LA,80.8,2004
10400,Allen Parish,Louisiana,LA,80.0,2004
10401,Ascension Parish,Louisiana,LA,80.6,2004
10402,Assumption Parish,Louisiana,LA,80.7,2004
10403,Avoyelles Parish,Louisiana,LA,79.9,2004
10404,Beauregard Parish,Louisiana,LA,79.8,2004
10405,Bienville Parish,Louisiana,LA,77.8,2004
10406,Bossier Parish,Louisiana,LA,78.6,2004
10407,Caddo Parish,Louisiana,LA,79.2,2004
10408,Calcasieu Parish,Louisiana,LA,80.9,2004
10409,Caldwell Parish,Louisiana,LA,78.5,2004
10410,Cameron Parish,Louisiana,LA,81.3,2004
10411,Catahoula Parish,Louisiana,LA,79.2,2004
10412,Claiborne Parish,Louisiana,LA,77.4,2004
10413,Concordia Parish,Louisiana,LA,79.4,2004
10414,De Soto Parish,Louisiana,LA,78.4,2004
10415,East Baton Rouge Parish,Louisiana,LA,80.2,2004
10416,East Carroll Parish,Louisiana,LA,78.3,2004
10417,East Feliciana Parish,Louisiana,LA,79.2,2004
10418,Evangeline Parish,Louisiana,LA,80.1,2004
10419,Franklin Parish,Louisiana,LA,78.6,2004
10420,Grant Parish,Louisiana,LA,79.1,2004
10421,Iberia Parish,Louisiana,LA,80.8,2004
10422,Iberville Parish,Louisiana,LA,80.6,2004
10423,Jackson Parish,Louisiana,LA,77.8,2004
10424,Jefferson Parish,Louisiana,LA,81.4,2004
10425,Jefferson Davis Parish,Louisiana,LA,81.0,2004
10426,Lafayette Parish,Louisiana,LA,80.7,2004
10427,Lafourche Parish,Louisiana,LA,81.3,2004
10428,La Salle Parish,Louisiana,LA,79.0,2004
10429,Lincoln Parish,Louisiana,LA,77.4,2004
10430,Livingston Parish,Louisiana,LA,80.3,2004
10431,Madison Parish,Louisiana,LA,78.3,2004
10432,Morehouse Parish,Louisiana,LA,77.9,2004
10433,Natchitoches Parish,Louisiana,LA,78.5,2004
10434,Orleans Parish,Louisiana,LA,80.9,2004
10435,Ouachita Parish,Louisiana,LA,78.2,2004
10436,Plaquemines Parish,Louisiana,LA,81.3,2004
10437,Pointe Coupee Parish,Louisiana,LA,80.0,2004
10438,Rapides Parish,Louisiana,LA,79.6,2004
10439,Red River Parish,Louisiana,LA,78.3,2004
10440,Richland Parish,Louisiana,LA,78.4,2004
10441,Sabine Parish,Louisiana,LA,78.4,2004
10442,St. Bernard Parish,Louisiana,LA,80.9,2004
10443,St. Charles Parish,Louisiana,LA,81.3,2004
10444,St. Helena Parish,Louisiana,LA,79.2,2004
10445,St. James Parish,Louisiana,LA,80.7,2004
10446,St. John the Baptist Parish,Louisiana,LA,80.9,2004
10447,St. Landry Parish,Louisiana,LA,80.3,2004
10448,St. Martin Parish,Louisiana,LA,80.7,2004
10449,St. Mary Parish,Louisiana,LA,80.8,2004
10450,St. Tammany Parish,Louisiana,LA,79.8,2004
10451,Tangipahoa Parish,Louisiana,LA,79.7,2004
10452,Tensas Parish,Louisiana,LA,78.7,2004
10453,Terrebonne Parish,Louisiana,LA,81.3,2004
10454,Union Parish,Louisiana,LA,77.6,2004
10455,Vermilion Parish,Louisiana,LA,80.9,2004
10456,Vernon Parish,Louisiana,LA,78.7,2004
10457,Washington Parish,Louisiana,LA,79.2,2004
10458,Webster Parish,Louisiana,LA,78.1,2004
10459,West Baton Rouge Parish,Louisiana,LA,80.4,2004
10460,West Carroll Parish,Louisiana,LA,78.2,2004
10461,West Feliciana Parish,Louisiana,LA,79.2,2004
10462,Winn Parish,Louisiana,LA,78.5,2004
10463,Androscoggin County,Maine,ME,64.2,2004
10464,Aroostook County,Maine,ME,60.4,2004
10465,Cumberland County,Maine,ME,64.6,2004
10466,Franklin County,Maine,ME,60.2,2004
10467,Hancock County,Maine,ME,63.3,2004
10468,Kennebec County,Maine,ME,64.0,2004
10469,Knox County,Maine,ME,62.7,2004
10470,Lincoln County,Maine,ME,63.7,2004
10471,Oxford County,Maine,ME,61.9,2004
10472,Penobscot County,Maine,ME,62.8,2004
10473,Piscataquis County,Maine,ME,60.7,2004
10474,Sagadahoc County,Maine,ME,64.4,2004
10475,Somerset County,Maine,ME,60.6,2004
10476,Waldo County,Maine,ME,63.2,2004
10477,Washington County,Maine,ME,62.7,2004
10478,York County,Maine,ME,65.3,2004
10479,Allegany County,Maryland,MD,69.3,2004
10480,Anne Arundel County,Maryland,MD,74.5,2004
10481,Baltimore County,Maryland,MD,72.5,2004
10482,Calvert County,Maryland,MD,73.9,2004
10483,Caroline County,Maryland,MD,73.5,2004
10484,Carroll County,Maryland,MD,71.1,2004
10485,Cecil County,Maryland,MD,73.0,2004
10486,Charles County,Maryland,MD,73.9,2004
10487,Dorchester County,Maryland,MD,74.1,2004
10488,Frederick County,Maryland,MD,71.8,2004
10489,Garrett County,Maryland,MD,64.7,2004
10490,Harford County,Maryland,MD,73.0,2004
10491,Howard County,Maryland,MD,72.1,2004
10492,Kent County,Maryland,MD,74.2,2004
10493,Montgomery County,Maryland,MD,72.3,2004
10494,Prince George's County,Maryland,MD,73.6,2004
10495,Queen Anne's County,Maryland,MD,74.0,2004
10496,St. Mary's County,Maryland,MD,74.0,2004
10497,Somerset County,Maryland,MD,74.7,2004
10498,Talbot County,Maryland,MD,74.0,2004
10499,Washington County,Maryland,MD,71.4,2004
10500,Wicomico County,Maryland,MD,73.9,2004
10501,Worcester County,Maryland,MD,74.2,2004
10502,Baltimore City,Maryland,MD,74.5,2004
10503,Washington,"Washington, D.C.","D.C., DC",73.9,2004
10504,Barnstable County,Massachusetts,MA,67.3,2004
10505,Berkshire County,Massachusetts,MA,64.3,2004
10506,Bristol County,Massachusetts,MA,68.4,2004
10507,Dukes County,Massachusetts,MA,68.1,2004
10508,Essex County,Massachusetts,MA,67.3,2004
10509,Franklin County,Massachusetts,MA,65.9,2004
10510,Hampden County,Massachusetts,MA,67.0,2004
10511,Hampshire County,Massachusetts,MA,66.7,2004
10512,Middlesex County,Massachusetts,MA,67.6,2004
10513,Nantucket County,Massachusetts,MA,66.2,2004
10514,Norfolk County,Massachusetts,MA,68.1,2004
10515,Plymouth County,Massachusetts,MA,68.1,2004
10516,Suffolk County,Massachusetts,MA,68.2,2004
10517,Worcester County,Massachusetts,MA,66.2,2004
10518,Alcona County,Michigan,MI,63.9,2004
10519,Alger County,Michigan,MI,60.5,2004
10520,Allegan County,Michigan,MI,67.0,2004
10521,Alpena County,Michigan,MI,64.0,2004
10522,Antrim County,Michigan,MI,64.1,2004
10523,Arenac County,Michigan,MI,65.7,2004
10524,Baraga County,Michigan,MI,60.0,2004
10525,Barry County,Michigan,MI,66.5,2004
10526,Bay County,Michigan,MI,66.5,2004
10527,Benzie County,Michigan,MI,64.0,2004
10528,Berrien County,Michigan,MI,67.6,2004
10529,Branch County,Michigan,MI,66.9,2004
10530,Calhoun County,Michigan,MI,66.3,2004
10531,Cass County,Michigan,MI,67.1,2004
10532,Charlevoix County,Michigan,MI,64.1,2004
10533,Cheboygan County,Michigan,MI,63.4,2004
10534,Chippewa County,Michigan,MI,61.4,2004
10535,Clare County,Michigan,MI,64.1,2004
10536,Clinton County,Michigan,MI,66.6,2004
10537,Crawford County,Michigan,MI,63.2,2004
10538,Delta County,Michigan,MI,62.4,2004
10539,Dickinson County,Michigan,MI,61.4,2004
10540,Eaton County,Michigan,MI,66.3,2004
10541,Emmet County,Michigan,MI,62.9,2004
10542,Genesee County,Michigan,MI,66.4,2004
10543,Gladwin County,Michigan,MI,65.2,2004
10544,Gogebic County,Michigan,MI,60.7,2004
10545,Grand Traverse County,Michigan,MI,63.9,2004
10546,Gratiot County,Michigan,MI,66.6,2004
10547,Hillsdale County,Michigan,MI,66.3,2004
10548,Houghton County,Michigan,MI,60.9,2004
10549,Huron County,Michigan,MI,65.3,2004
10550,Ingham County,Michigan,MI,66.2,2004
10551,Ionia County,Michigan,MI,66.2,2004
10552,Iosco County,Michigan,MI,64.8,2004
10553,Iron County,Michigan,MI,60.0,2004
10554,Isabella County,Michigan,MI,65.7,2004
10555,Jackson County,Michigan,MI,66.1,2004
10556,Kalamazoo County,Michigan,MI,66.9,2004
10557,Kalkaska County,Michigan,MI,63.2,2004
10558,Kent County,Michigan,MI,66.3,2004
10559,Keweenaw County,Michigan,MI,59.8,2004
10560,Lake County,Michigan,MI,64.0,2004
10561,Lapeer County,Michigan,MI,66.3,2004
10562,Leelanau County,Michigan,MI,64.2,2004
10563,Lenawee County,Michigan,MI,67.5,2004
10564,Livingston County,Michigan,MI,66.3,2004
10565,Luce County,Michigan,MI,60.8,2004
10566,Mackinac County,Michigan,MI,61.7,2004
10567,Macomb County,Michigan,MI,68.1,2004
10568,Manistee County,Michigan,MI,64.1,2004
10569,Marquette County,Michigan,MI,60.6,2004
10570,Mason County,Michigan,MI,64.3,2004
10571,Mecosta County,Michigan,MI,64.8,2004
10572,Menominee County,Michigan,MI,62.9,2004
10573,Midland County,Michigan,MI,66.5,2004
10574,Missaukee County,Michigan,MI,63.1,2004
10575,Monroe County,Michigan,MI,68.6,2004
10576,Montcalm County,Michigan,MI,65.5,2004
10577,Montmorency County,Michigan,MI,63.5,2004
10578,Muskegon County,Michigan,MI,65.7,2004
10579,Newaygo County,Michigan,MI,64.7,2004
10580,Oakland County,Michigan,MI,66.7,2004
10581,Oceana County,Michigan,MI,64.6,2004
10582,Ogemaw County,Michigan,MI,64.2,2004
10583,Ontonagon County,Michigan,MI,61.5,2004
10584,Osceola County,Michigan,MI,63.5,2004
10585,Oscoda County,Michigan,MI,63.7,2004
10586,Otsego County,Michigan,MI,62.9,2004
10587,Ottawa County,Michigan,MI,66.6,2004
10588,Presque Isle County,Michigan,MI,64.1,2004
10589,Roscommon County,Michigan,MI,63.4,2004
10590,Saginaw County,Michigan,MI,66.8,2004
10591,St. Clair County,Michigan,MI,67.1,2004
10592,St. Joseph County,Michigan,MI,67.3,2004
10593,Sanilac County,Michigan,MI,65.6,2004
10594,Schoolcraft County,Michigan,MI,61.7,2004
10595,Shiawassee County,Michigan,MI,66.5,2004
10596,Tuscola County,Michigan,MI,66.2,2004
10597,Van Buren County,Michigan,MI,67.1,2004
10598,Washtenaw County,Michigan,MI,66.8,2004
10599,Wayne County,Michigan,MI,68.3,2004
10600,Wexford County,Michigan,MI,63.1,2004
10601,Aitkin County,Minnesota,MN,62.1,2004
10602,Anoka County,Minnesota,MN,66.5,2004
10603,Becker County,Minnesota,MN,62.3,2004
10604,Beltrami County,Minnesota,MN,60.9,2004
10605,Benton County,Minnesota,MN,64.7,2004
10606,Big Stone County,Minnesota,MN,65.2,2004
10607,Blue Earth County,Minnesota,MN,66.5,2004
10608,Brown County,Minnesota,MN,66.4,2004
10609,Carlton County,Minnesota,MN,61.4,2004
10610,Carver County,Minnesota,MN,66.5,2004
10611,Cass County,Minnesota,MN,62.3,2004
10612,Chippewa County,Minnesota,MN,66.2,2004
10613,Chisago County,Minnesota,MN,65.8,2004
10614,Clay County,Minnesota,MN,63.7,2004
10615,Clearwater County,Minnesota,MN,61.2,2004
10616,Cook County,Minnesota,MN,57.6,2004
10617,Cottonwood County,Minnesota,MN,66.3,2004
10618,Crow Wing County,Minnesota,MN,63.2,2004
10619,Dakota County,Minnesota,MN,67.0,2004
10620,Dodge County,Minnesota,MN,65.4,2004
10621,Douglas County,Minnesota,MN,63.3,2004
10622,Faribault County,Minnesota,MN,66.3,2004
10623,Fillmore County,Minnesota,MN,65.1,2004
10624,Freeborn County,Minnesota,MN,65.5,2004
10625,Goodhue County,Minnesota,MN,65.9,2004
10626,Grant County,Minnesota,MN,64.0,2004
10627,Hennepin County,Minnesota,MN,66.8,2004
10628,Houston County,Minnesota,MN,66.3,2004
10629,Hubbard County,Minnesota,MN,61.9,2004
10630,Isanti County,Minnesota,MN,65.4,2004
10631,Itasca County,Minnesota,MN,61.0,2004
10632,Jackson County,Minnesota,MN,66.2,2004
10633,Kanabec County,Minnesota,MN,63.5,2004
10634,Kandiyohi County,Minnesota,MN,65.6,2004
10635,Kittson County,Minnesota,MN,61.2,2004
10636,Koochiching County,Minnesota,MN,60.4,2004
10637,Lac qui Parle County,Minnesota,MN,65.9,2004
10638,Lake County,Minnesota,MN,59.1,2004
10639,Lake of the Woods County,Minnesota,MN,60.8,2004
10640,Le Sueur County,Minnesota,MN,66.5,2004
10641,Lincoln County,Minnesota,MN,64.8,2004
10642,Lyon County,Minnesota,MN,66.1,2004
10643,McLeod County,Minnesota,MN,65.8,2004
10644,Mahnomen County,Minnesota,MN,61.7,2004
10645,Marshall County,Minnesota,MN,61.2,2004
10646,Martin County,Minnesota,MN,66.3,2004
10647,Meeker County,Minnesota,MN,65.5,2004
10648,Mille Lacs County,Minnesota,MN,63.8,2004
10649,Morrison County,Minnesota,MN,63.8,2004
10650,Mower County,Minnesota,MN,65.0,2004
10651,Murray County,Minnesota,MN,65.7,2004
10652,Nicollet County,Minnesota,MN,66.5,2004
10653,Nobles County,Minnesota,MN,66.0,2004
10654,Norman County,Minnesota,MN,63.1,2004
10655,Olmsted County,Minnesota,MN,65.5,2004
10656,Otter Tail County,Minnesota,MN,63.1,2004
10657,Pennington County,Minnesota,MN,61.2,2004
10658,Pine County,Minnesota,MN,63.0,2004
10659,Pipestone County,Minnesota,MN,65.2,2004
10660,Polk County,Minnesota,MN,62.1,2004
10661,Pope County,Minnesota,MN,64.4,2004
10662,Ramsey County,Minnesota,MN,67.1,2004
10663,Red Lake County,Minnesota,MN,61.7,2004
10664,Redwood County,Minnesota,MN,66.5,2004
10665,Renville County,Minnesota,MN,66.2,2004
10666,Rice County,Minnesota,MN,66.2,2004
10667,Rock County,Minnesota,MN,66.5,2004
10668,Roseau County,Minnesota,MN,60.9,2004
10669,St. Louis County,Minnesota,MN,60.2,2004
10670,Scott County,Minnesota,MN,66.9,2004
10671,Sherburne County,Minnesota,MN,65.5,2004
10672,Sibley County,Minnesota,MN,66.2,2004
10673,Stearns County,Minnesota,MN,64.7,2004
10674,Steele County,Minnesota,MN,65.6,2004
10675,Stevens County,Minnesota,MN,64.7,2004
10676,Swift County,Minnesota,MN,65.7,2004
10677,Todd County,Minnesota,MN,63.4,2004
10678,Traverse County,Minnesota,MN,64.7,2004
10679,Wabasha County,Minnesota,MN,65.9,2004
10680,Wadena County,Minnesota,MN,63.0,2004
10681,Waseca County,Minnesota,MN,66.1,2004
10682,Washington County,Minnesota,MN,66.9,2004
10683,Watonwan County,Minnesota,MN,66.3,2004
10684,Wilkin County,Minnesota,MN,64.5,2004
10685,Winona County,Minnesota,MN,65.9,2004
10686,Wright County,Minnesota,MN,65.7,2004
10687,Yellow Medicine County,Minnesota,MN,66.1,2004
10688,Adams County,Mississippi,MS,78.9,2004
10689,Alcorn County,Mississippi,MS,74.0,2004
10690,Amite County,Mississippi,MS,78.1,2004
10691,Attala County,Mississippi,MS,75.7,2004
10692,Benton County,Mississippi,MS,74.1,2004
10693,Bolivar County,Mississippi,MS,77.4,2004
10694,Calhoun County,Mississippi,MS,75.6,2004
10695,Carroll County,Mississippi,MS,76.2,2004
10696,Chickasaw County,Mississippi,MS,75.7,2004
10697,Choctaw County,Mississippi,MS,75.7,2004
10698,Claiborne County,Mississippi,MS,78.1,2004
10699,Clarke County,Mississippi,MS,77.0,2004
10700,Clay County,Mississippi,MS,76.5,2004
10701,Coahoma County,Mississippi,MS,77.1,2004
10702,Copiah County,Mississippi,MS,77.4,2004
10703,Covington County,Mississippi,MS,77.8,2004
10704,DeSoto County,Mississippi,MS,76.2,2004
10705,Forrest County,Mississippi,MS,78.3,2004
10706,Franklin County,Mississippi,MS,77.8,2004
10707,George County,Mississippi,MS,78.9,2004
