county,state,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,lat,lon,lat,lon,FIPS
Fall River,SD,0.0,0.0,25.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.221504,-103.512102,43.221504,-103.512102,46047
Faulk,SD,0.0,2.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,4.0,0.0,1.0,45.065476,-99.153564,45.065476,-99.153564,46049
Grant,SD,0.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,45.172637,-96.772261,45.172637,-96.772261,46051
Gregory,SD,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43.179094,-99.202158,43.179094,-99.202158,46053
Haakon,SD,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,44.284312,-101.59179,44.284312,-101.59179,46055
Hamlin,SD,0.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,0.0,44.680619,-97.178598,44.680619,-97.178598,46057
Hand,SD,0.0,1.0,8.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.546713,-99.004575,44.546713,-99.004575,46059
Hanson,SD,0.0,0.0,3.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,43.680612,-97.796845,43.680612,-97.796845,46061
Harding,SD,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.596612,-103.473867,45.596612,-103.473867,46063
Hughes,SD,0.0,7.0,43.0,2.0,4.0,3.0,7.0,1.0,1.0,1.0,0.0,6.0,6.0,4.0,1.0,1.0,3.0,10.0,2.0,0.0,44.392258,-99.985846,44.392258,-99.985846,46065
Hutchinson,SD,0.0,2.0,7.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,5.0,3.0,3.0,0.0,0.0,43.33671,-97.749383,43.33671,-97.749383,46067
Hyde,SD,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.537301,-99.492148,44.537301,-99.492148,46069
Jackson,SD,0.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,43.677294,-101.626455,43.677294,-101.626455,46071
Jerauld,SD,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,44.063416,-98.623188,44.063416,-98.623188,46073
Jones,SD,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.95199,-100.686139,43.95199,-100.686139,46075
Kingsbury,SD,0.0,0.0,11.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,44.362969,-97.499313,44.362969,-97.499313,46077
Lake,SD,0.0,1.0,4.0,0.0,2.0,6.0,5.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,1.0,44.02845,-97.123223,44.02845,-97.123223,46079
Lawrence,SD,0.0,0.0,27.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,44.353669,-103.796528,44.353669,-103.796528,46081
Lincoln,SD,0.0,0.0,11.0,1.0,5.0,3.0,6.0,1.0,0.0,1.0,0.0,5.0,4.0,3.0,0.0,10.0,4.0,11.0,0.0,1.0,43.27942,-96.722286,43.27942,-96.722286,46083
Lyman,SD,0.0,3.0,17.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,43.894812,-99.841925,43.894812,-99.841925,46085
Marshall,SD,0.0,0.0,23.0,0.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,45.737054,-97.580884,45.737054,-97.580884,46091
Mccook,SD,0.0,0.0,4.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,43.678924,-97.362036,43.678924,-97.362036,46087
Mcpherson,SD,0.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,45.784249,-99.211421,45.784249,-99.211421,46089
Meade,SD,0.0,0.0,28.0,3.0,1.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,44.606792,-102.715864,44.606792,-102.715864,46093
Mellette,SD,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,43.58493,-100.760598,43.58493,-100.760598,46095
Miner,SD,0.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.017327,-97.60979,44.017327,-97.60979,46097
Minnehaha,SD,0.0,0.0,57.0,5.0,13.0,10.0,5.0,1.0,3.0,3.0,1.0,17.0,9.0,5.0,0.0,20.0,4.0,14.0,1.0,4.0,43.667472,-96.795726,43.667472,-96.795726,46099
Moody,SD,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.012429,-96.676054,44.012429,-96.676054,46101
Oglala Lakota County,SD,0.0,0.0,27.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,43.341937,-102.55948,43.341937,-102.55948,46102
Pennington,SD,0.0,0.0,139.0,3.0,7.0,3.0,20.0,1.0,1.0,3.0,0.0,3.0,11.0,0.0,4.0,2.0,7.0,12.0,0.0,0.0,44.002349,-102.823802,44.002349,-102.823802,46103
Perkins,SD,0.0,0.0,18.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.483387,-102.467995,45.483387,-102.467995,46105
Potter,SD,0.0,1.0,14.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,45.064276,-99.949631,45.064276,-99.949631,46107
Roberts,SD,0.0,0.0,17.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45.623397,-96.947551,45.623397,-96.947551,46109
Sanborn,SD,0.0,1.0,12.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,44.021032,-98.092105,44.021032,-98.092105,46111
Spink,SD,0.0,0.0,18.0,1.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,5.0,6.0,1.0,3.0,9.0,0.0,4.0,0.0,1.0,44.931034,-98.339644,44.931034,-98.339644,46115
Stanley,SD,0.0,0.0,9.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.415547,-100.749163,44.415547,-100.749163,46117
Sully,SD,0.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,44.722325,-100.131399,44.722325,-100.131399,46119
Todd,SD,0.0,0.0,12.0,1.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,43.208172,-100.717204,43.208172,-100.717204,46121
Tripp,SD,0.0,1.0,14.0,3.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,43.349729,-99.876219,43.349729,-99.876219,46123
Turner,SD,0.0,0.0,20.0,1.0,6.0,6.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,43.30867,-97.150185,43.30867,-97.150185,46125
Union,SD,0.0,0.0,5.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0,7.0,0.0,0.0,42.831106,-96.650829,42.831106,-96.650829,46127
Walworth,SD,0.0,1.0,8.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,45.427605,-100.027856,45.427605,-100.027856,46129
Yankton,SD,0.0,0.0,11.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,2.0,6.0,5.0,0.0,0.0,43.006607,-97.388339,43.006607,-97.388339,46135
Ziebach,SD,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.981666,-101.669225,44.981666,-101.669225,46137
Anderson,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.116731,-84.195418,36.116731,-84.195418,47001
Bedford,TN,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.51366,-86.458294,35.51366,-86.458294,47003
Benton,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.069253,-88.071212,36.069253,-88.071212,47005
Bledsoe,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.593668,-85.205979,35.593668,-85.205979,47007
Blount,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.688185,-83.922973,35.688185,-83.922973,47009
Bradley,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.153914,-84.859414,35.153914,-84.859414,47011
Campbell,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.401592,-84.15925,36.401592,-84.15925,47013
Cannon,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.808394,-86.062404,35.808394,-86.062404,47015
Carroll,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.967896,-88.451659,35.967896,-88.451659,47017
Carter,TN,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.284744,-82.126593,36.284744,-82.126593,47019
Cheatham,TN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.25518,-87.100816,36.25518,-87.100816,47021
Chester,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.416639,-88.605505,35.416639,-88.605505,47023
Claiborne,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.501557,-83.660724,36.501557,-83.660724,47025
Clay,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.545765,-85.545718,36.545765,-85.545718,47027
Cocke,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.916198,-83.119223,35.916198,-83.119223,47029
Coffee,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.488759,-86.078219,35.488759,-86.078219,47031
Crockett,TN,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,35.811312,-89.135349,35.811312,-89.135349,47033
Cumberland,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.952398,-84.994761,35.952398,-84.994761,47035
Davidson,TN,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,0.0,5.0,2.0,1.0,0.0,36.169129,-86.78479,36.169129,-86.78479,47037
De Kalb,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.98222,-85.833596,35.98222,-85.833596,47041
Decatur,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.603422,-88.107384,35.603422,-88.107384,47039
Dickson,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.145533,-87.364155,36.145533,-87.364155,47043
Dyer,TN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.054196,-89.398306,36.054196,-89.398306,47045
Fayette,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.196993,-89.413803,35.196993,-89.413803,47047
Fentress,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.376079,-84.932703,36.376079,-84.932703,47049
Franklin,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.155926,-86.099203,35.155926,-86.099203,47051
Gibson,TN,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.991694,-88.933776,35.991694,-88.933776,47053
Giles,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.202723,-87.035319,35.202723,-87.035319,47055
Grainger,TN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.277463,-83.509493,36.277463,-83.509493,47057
Greene,TN,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.178998,-82.847746,36.178998,-82.847746,47059
Hamblen,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.218397,-83.266071,36.218397,-83.266071,47063
Hamilton,TN,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,35.159186,-85.202296,35.159186,-85.202296,47065
Hardeman,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.218131,-88.989037,35.218131,-88.989037,47069
Hardin,TN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.201893,-88.185696,35.201893,-88.185696,47071
Hawkins,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.452206,-82.931386,36.452206,-82.931386,47073
Haywood,TN,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.58669,-89.282536,35.58669,-89.282536,47075
Henderson,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.653995,-88.387674,35.653995,-88.387674,47077
Henry,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.325398,-88.300384,36.325398,-88.300384,47079
Hickman,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.802396,-87.467114,35.802396,-87.467114,47081
Humphreys,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.04044,-87.790625,36.04044,-87.790625,47085
Jackson,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.354242,-85.674182,36.354242,-85.674182,47087
Jefferson,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.048479,-83.440966,36.048479,-83.440966,47089
Johnson,TN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.453204,-81.861237,36.453204,-81.861237,47091
Knox,TN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,35.992727,-83.937721,35.992727,-83.937721,47093
Lake,TN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.333905,-89.485537,36.333905,-89.485537,47095
Lauderdale,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.762951,-89.627732,35.762951,-89.627732,47097
Lawrence,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.220476,-87.396546,35.220476,-87.396546,47099
Lewis,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.523244,-87.496983,35.523244,-87.496983,47101
Lincoln,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.142532,-86.593388,35.142532,-86.593388,47103
Loudon,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.73745,-84.316204,35.73745,-84.316204,47105
Macon,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.537838,-86.001231,36.537838,-86.001231,47111
Madison,TN,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.606056,-88.833424,35.606056,-88.833424,47113
Marion,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.133422,-85.618399,35.133422,-85.618399,47115
Marshall,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.468387,-86.765886,35.468387,-86.765886,47117
Maury,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.615696,-87.077763,35.615696,-87.077763,47119
Mcminn,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.424471,-84.619963,35.424471,-84.619963,47107
Mcnairy,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.175626,-88.564671,35.175626,-88.564671,47109
Meigs,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.503397,-84.823888,35.503397,-84.823888,47121
Monroe,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.447666,-84.249786,35.447666,-84.249786,47123
Montgomery,TN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.500354,-87.380887,36.500354,-87.380887,47125
Moore,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.288889,-86.358684,35.288889,-86.358684,47127
Morgan,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.138697,-84.639262,36.138697,-84.639262,47129
Obion,TN,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.358175,-89.150175,36.358175,-89.150175,47131
Overton,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.34485,-85.283076,36.34485,-85.283076,47133
Polk,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.109437,-84.541112,35.109437,-84.541112,47139
Putnam,TN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.140807,-85.496928,36.140807,-85.496928,47141
Rhea,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.600587,-84.949552,35.600587,-84.949552,47143
Roane,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.847472,-84.523861,35.847472,-84.523861,47145
Robertson,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.52753,-86.869377,36.52753,-86.869377,47147
Rutherford,TN,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,35.843369,-86.417213,35.843369,-86.417213,47149
Scott,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.437239,-84.498386,36.437239,-84.498386,47151
Sequatchie,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.372335,-85.410344,35.372335,-85.410344,47153
Sevier,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.791284,-83.521955,35.791284,-83.521955,47155
Shelby,TN,0.0,40.0,10.0,12.0,13.0,14.0,5.0,10.0,5.0,2.0,12.0,15.0,9.0,10.0,1.0,2.0,6.0,4.0,1.0,0.0,35.183794,-89.895397,35.183794,-89.895397,47157
Smith,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.25565,-85.942078,36.25565,-85.942078,47159
Stewart,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.511756,-87.851548,36.511756,-87.851548,47161
Sullivan,TN,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.510212,-82.299397,36.510212,-82.299397,47163
Sumner,TN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,36.470015,-86.458517,36.470015,-86.458517,47165
Tipton,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,35.500297,-89.763708,35.500297,-89.763708,47167
