county,state,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,lat,lon,lat,lon,FIPS
Ringgold,IA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.735334,-94.244251,40.735334,-94.244251,19159
Sac,IA,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.387526,-95.105224,42.387526,-95.105224,19161
Scott,IA,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,41.641679,-90.62229,41.641679,-90.62229,19163
Shelby,IA,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,41.679014,-95.308917,41.679014,-95.308917,19165
Sioux,IA,0.0,1.0,14.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,11.0,0.0,9.0,1.0,0.0,43.082854,-96.177929,43.082854,-96.177929,19167
Story,IA,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,42.037538,-93.466093,42.037538,-93.466093,19169
Tama,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,42.074848,-92.529412,42.074848,-92.529412,19171
Taylor,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.737949,-94.697108,40.737949,-94.697108,19173
Union,IA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.02855,-94.245091,41.02855,-94.245091,19175
Van Buren,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.754117,-91.952943,40.754117,-91.952943,19177
Wapello,IA,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.031263,-92.409482,41.031263,-92.409482,19179
Warren,IA,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,41.336769,-93.564366,41.336769,-93.564366,19181
Washington,IA,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.329401,-91.725052,41.329401,-91.725052,19183
Wayne,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.739983,-93.332613,40.739983,-93.332613,19185
Webster,IA,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.434397,-94.179157,42.434397,-94.179157,19187
Winnebago,IA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.378124,-93.743488,43.378124,-93.743488,19189
Winneshiek,IA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.292989,-91.850788,43.292989,-91.850788,19191
Woodbury,IA,0.0,1.0,15.0,0.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,3.0,9.0,3.0,0.0,2.0,1.0,8.0,2.0,0.0,42.39322,-96.053296,42.39322,-96.053296,19193
Worth,IA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.373491,-93.248533,43.373491,-93.248533,19195
Wright,IA,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.733007,-93.734735,42.733007,-93.734735,19197
Ada,ID,0.0,0.0,0.0,1.0,2.0,252.0,20.0,10.0,4.0,0.0,1.0,2.0,8.0,2.0,1.0,0.0,8.0,2.0,2.0,3.0,43.447861,-116.244456,43.447861,-116.244456,16001
Adams,ID,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.884583,-116.431873,44.884583,-116.431873,16003
Bannock,ID,0.0,0.0,0.0,0.0,0.0,23.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.692939,-112.228986,42.692939,-112.228986,16005
Bear Lake,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.285833,-111.327445,42.285833,-111.327445,16007
Benewah,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.218451,-116.633541,47.218451,-116.633541,16009
Bingham,ID,0.0,0.0,0.0,0.0,0.0,145.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.216357,-112.399206,43.216357,-112.399206,16011
Blaine,ID,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.394482,-113.95529,43.394482,-113.95529,16013
Boise,ID,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.987275,-115.715111,43.987275,-115.715111,16015
Bonner,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.312512,-116.59694,48.312512,-116.59694,16017
Bonneville,ID,0.0,0.0,0.0,0.0,0.0,32.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.395171,-111.621878,43.395171,-111.621878,16019
Boundary,ID,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.773065,-116.524619,48.773065,-116.524619,16021
Butte,ID,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6851,-113.177627,43.6851,-113.177627,16023
Camas,ID,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.463396,-114.804427,43.463396,-114.804427,16025
Canyon,ID,0.0,0.0,0.0,0.0,2.0,180.0,26.0,2.0,9.0,1.0,0.0,0.0,14.0,1.0,4.0,3.0,2.0,2.0,1.0,0.0,43.623051,-116.708527,43.623051,-116.708527,16027
Caribou,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.786273,-111.544172,42.786273,-111.544172,16029
Cassia,ID,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.288635,-113.605498,42.288635,-113.605498,16031
Clark,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.286251,-112.36112,44.286251,-112.36112,16033
Clearwater,ID,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.67257,-115.6535,46.67257,-115.6535,16035
Custer,ID,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.273341,-114.252251,44.273341,-114.252251,16037
Elmore,ID,0.0,0.0,0.0,1.0,2.0,68.0,7.0,4.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,43.394826,-115.470751,43.394826,-115.470751,16039
Franklin,ID,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.173589,-111.822955,42.173589,-111.822955,16041
Fremont,ID,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.218091,-111.484429,44.218091,-111.484429,16043
Gem,ID,0.0,0.0,0.0,0.0,2.0,15.0,13.0,2.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,44.061473,-116.398784,44.061473,-116.398784,16045
Gooding,ID,0.0,0.0,1.0,1.0,2.0,45.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,42.973185,-114.82142,42.973185,-114.82142,16047
Idaho,ID,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.849237,-115.467376,45.849237,-115.467376,16049
Jefferson,ID,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.796965,-112.318588,43.796965,-112.318588,16051
Jerome,ID,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.691172,-114.263009,42.691172,-114.263009,16053
Kootenai,ID,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.677113,-116.694918,47.677113,-116.694918,16055
Latah,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.81892,-116.730974,46.81892,-116.730974,16057
Lemhi,ID,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.928789,-113.887841,44.928789,-113.887841,16059
Lewis,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.236328,-116.42376,46.236328,-116.42376,16061
Lincoln,ID,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,42.986181,-114.153899,42.986181,-114.153899,16063
Madison,ID,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.789709,-111.65655,43.789709,-111.65655,16065
Minidoka,ID,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.856937,-113.64001,42.856937,-113.64001,16067
Oneida,ID,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.18389,-112.520465,42.18389,-112.520465,16071
Owyhee,ID,0.0,0.0,0.0,0.0,1.0,32.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,42.593063,-116.142655,42.593063,-116.142655,16073
Payette,ID,0.0,0.0,0.0,0.0,0.0,23.0,7.0,3.0,2.0,0.0,0.0,3.0,5.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,44.00274,-116.748655,44.00274,-116.748655,16075
Power,ID,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.694126,-112.844407,42.694126,-112.844407,16077
Teton,ID,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.760994,-111.211765,43.760994,-111.211765,16081
Twin Falls,ID,0.0,0.0,0.0,0.0,1.0,38.0,3.0,2.0,3.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,42.352309,-114.665639,42.352309,-114.665639,16083
Valley,ID,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.771532,-115.637875,44.771532,-115.637875,16085
Washington,ID,0.0,0.0,0.0,0.0,1.0,21.0,4.0,4.0,4.0,0.0,1.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,0.0,44.448213,-116.79783,44.448213,-116.79783,16087
Adams,IL,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,39.986053,-91.194961,39.986053,-91.194961,17001
Alexander,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.183683,-89.349506,37.183683,-89.349506,17003
Bond,IL,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.885924,-89.436592,38.885924,-89.436592,17005
Boone,IL,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,42.318983,-88.824295,42.318983,-88.824295,17007
Brown,IL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.962069,-90.75031,39.962069,-90.75031,17009
Bureau,IL,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.401304,-89.528377,41.401304,-89.528377,17011
Calhoun,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.164262,-90.666295,39.164262,-90.666295,17013
Carroll,IL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.059084,-89.926485,42.059084,-89.926485,17015
Cass,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.969202,-90.245705,39.969202,-90.245705,17017
Champaign,IL,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,40.13915,-88.197201,40.13915,-88.197201,17019
Christian,IL,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.545524,-89.279593,39.545524,-89.279593,17021
Clark,IL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.332364,-87.791687,39.332364,-87.791687,17023
Clay,IL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.747312,-88.483789,38.747312,-88.483789,17025
Clinton,IL,0.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,38.606423,-89.423136,38.606423,-89.423136,17027
Coles,IL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.51368,-88.220782,39.51368,-88.220782,17029
Cook,IL,0.0,635.0,20.0,23.0,134.0,86.0,33.0,9.0,1.0,30.0,22.0,174.0,59.0,26.0,27.0,98.0,52.0,104.0,14.0,34.0,41.894294,-87.645455,41.894294,-87.645455,17031
Crawford,IL,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.00373,-87.757172,39.00373,-87.757172,17033
Cumberland,IL,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.273121,-88.240619,39.273121,-88.240619,17035
De Kalb,IL,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,41.894613,-88.768991,41.894613,-88.768991,17037
De Witt,IL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.181499,-88.901853,40.181499,-88.901853,17039
Douglas,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.766078,-88.222866,39.766078,-88.222866,17041
Du Page,IL,0.0,51.0,3.0,5.0,47.0,43.0,10.0,1.0,0.0,17.0,2.0,56.0,7.0,5.0,9.0,10.0,6.0,18.0,6.0,4.0,41.852058,-88.086038,41.852058,-88.086038,17043
Edgar,IL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.679037,-87.74711,39.679037,-87.74711,17045
Edwards,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.417095,-88.047941,38.417095,-88.047941,17047
Effingham,IL,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.047694,-88.592786,39.047694,-88.592786,17049
Fayette,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,39.001125,-89.017923,39.001125,-89.017923,17051
Ford,IL,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.00373,-87.757172,39.00373,-87.757172,17033
Franklin,IL,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,37.991848,-88.926246,37.991848,-88.926246,17055
Fulton,IL,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.465688,-90.206793,40.465688,-90.206793,17057
Gallatin,IL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.768677,-88.227964,37.768677,-88.227964,17059
Greene,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.355444,-90.387757,39.355444,-90.387757,17061
Grundy,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,41.29241,-88.401055,41.29241,-88.401055,17063
Hamilton,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.085226,-88.539005,38.085226,-88.539005,17065
Hancock,IL,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.405792,-91.167988,40.405792,-91.167988,17067
Hardin,IL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.517852,-88.266148,37.517852,-88.266148,17069
Henderson,IL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.815141,-90.93848,40.815141,-90.93848,17071
Henry,IL,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.350021,-90.130838,41.350021,-90.130838,17073
Iroquois,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.748867,-87.833601,40.748867,-87.833601,17075
Jackson,IL,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,37.786096,-89.381212,37.786096,-89.381212,17077
Jasper,IL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.004874,-88.150763,39.004874,-88.150763,17079
Jefferson,IL,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.30078,-88.92421,38.30078,-88.92421,17081
Jersey,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.080192,-90.361365,39.080192,-90.361365,17083
Jo Daviess,IL,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.362391,-90.211471,42.362391,-90.211471,17085
Johnson,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.460815,-88.882962,37.460815,-88.882962,17087
Kane,IL,0.0,9.0,0.0,2.0,18.0,4.0,13.0,3.0,0.0,5.0,1.0,13.0,0.0,2.0,4.0,7.0,2.0,7.0,0.0,0.0,41.939594,-88.42804,41.939594,-88.42804,17089
Kankakee,IL,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,41.139494,-87.861125,41.139494,-87.861125,17091
Kendall,IL,0.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,41.58814,-88.430626,41.58814,-88.430626,17093
Knox,IL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.930941,-90.213761,40.930941,-90.213761,17095
La Salle,IL,0.0,11.0,1.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,41.343341,-88.885931,41.343341,-88.885931,17099
Lake,IL,0.0,8.0,1.0,0.0,11.0,11.0,5.0,0.0,0.0,1.0,0.0,7.0,6.0,2.0,5.0,2.0,6.0,8.0,0.0,0.0,42.326444,-87.436118,42.326444,-87.436118,17097
Lawrence,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.718954,-87.730221,38.718954,-87.730221,17101
Lee,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.747442,-89.299351,41.747442,-89.299351,17103
Livingston,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,40.894376,-88.552852,40.894376,-88.552852,17105
Logan,IL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.12907,-89.365308,40.12907,-89.365308,17107
Macon,IL,0.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.860237,-88.961529,39.860237,-88.961529,17115
Macoupin,IL,0.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,39.2659,-89.926344,39.2659,-89.926344,17117
Madison,IL,0.0,14.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,38.827082,-89.900195,38.827082,-89.900195,17119
Marion,IL,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,38.648396,-88.920221,38.648396,-88.920221,17121
Marshall,IL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.031119,-89.342371,41.031119,-89.342371,17123
Mason,IL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,40.236993,-89.913575,40.236993,-89.913575,17125
Massac,IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,37.216119,-88.705658,37.216119,-88.705658,17127
