county,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,lat,lon,FIPS
"TX, Haskell",,1.0,,1.0,,,0.0,,2.0,0.0,,0.0,,1.0,,,,1.0,,,33.175965,-99.730773,48207
"TX, Hays",,0.0,0.0,0.0,,0.0,,,,,,6.0,,,1.0,0.0,,,,,30.061225,-98.029267,48209
"TX, Hemphill",,0.0,1.0,0.0,,,,,,,,1.0,1.0,1.0,,,,,,,35.816237,-100.284807,48211
"TX, Henderson",,0.0,1.0,0.0,2.0,0.0,0.0,,,,,4.0,0.0,1.0,1.0,4.0,,,,,32.211633,-95.853418,48213
"TX, Hidalgo",,1.0,18.0,2.0,,2.0,3.0,,0.0,,,3.0,1.0,4.0,1.0,,,4.0,,6.0,26.396384,-98.18099,48215
"TX, Hill",,0.0,0.0,0.0,1.0,1.0,,,,,,2.0,,0.0,,,,,,1.0,35.816237,-100.284807,48211
"TX, Hockley",,0.0,4.0,4.0,1.0,,,,2.0,1.0,,,3.0,1.0,,2.0,1.0,,,,33.605932,-102.343398,48219
"TX, Hood",,1.0,0.0,,,,,,,,0.0,5.0,,,,2.0,,,,2.0,32.430149,-97.831677,48221
"TX, Hopkins",,,2.0,1.0,0.0,0.0,0.0,,,,,3.0,0.0,1.0,,4.0,,,,,33.148959,-95.565194,48223
"TX, Houston",,0.0,0.0,1.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,31.323036,-95.4216,48225
"TX, Howard",,0.0,0.0,1.0,,,,,,1.0,,1.0,5.0,,,,,,,,32.303583,-101.43853,48227
"TX, Hudspeth",,,0.0,,,,,,,1.0,,,1.0,,,,,,,,31.450868,-105.377549,48229
"TX, Hunt",,0.0,2.0,1.0,1.0,2.0,3.0,,0.0,,,15.0,1.0,,1.0,6.0,0.0,1.0,,0.0,33.123438,-96.083807,48231
"TX, Hutchinson",,0.0,2.0,1.0,1.0,,,,1.0,0.0,,1.0,1.0,1.0,0.0,,1.0,,,,35.837047,-101.362746,48233
"TX, Irion",,,0.0,,,,,,,,,0.0,,,,2.0,,,,,31.303424,-100.981304,48235
"TX, Jack",,0.0,,,,1.0,,,,,,1.0,,,,,,,,,33.232277,-98.171902,48237
"TX, Jackson",,,,0.0,,,,,,,,,1.0,,1.0,,,,,,28.959802,-96.58908,48239
"TX, Jasper",,1.0,,0.0,,0.0,,,,,,0.0,,,,0.0,,,,,30.752932,-94.022294,48241
"TX, Jeff Davis",,,0.0,1.0,,,,,,,,,0.0,,,,,,,,30.617087,-104.18786,48243
"TX, Jefferson",,8.0,7.0,6.0,9.0,20.0,7.0,1.0,0.0,,,10.0,1.0,2.0,4.0,7.0,,0.0,,1.0,29.854,-94.149331,48245
"TX, Jim Hogg",,,,,,,,,,,,,,,0.0,,,,,,27.041212,-98.700127,48247
"TX, Jim Wells",,0.0,0.0,,,,3.0,,,,,,,0.0,1.0,,1.0,,,,27.733516,-98.090814,48249
"TX, Johnson",,1.0,3.0,,,,0.0,0.0,1.0,,,13.0,2.0,0.0,3.0,5.0,1.0,2.0,,0.0,32.379511,-97.364823,48251
"TX, Jones",,1.0,1.0,,,1.0,3.0,,0.0,,,,1.0,,,,,0.0,,0.0,32.743709,-99.87443,48253
"TX, Karnes",,0.0,,,,,,,,,,,,,,,1.0,,,,28.907618,-97.860767,48255
"TX, Kaufman",,0.0,1.0,0.0,1.0,2.0,,,,,0.0,11.0,2.0,,2.0,,,1.0,,,32.598944,-96.288378,48257
"TX, Kendall",,0.0,0.0,,,,0.0,,,,,,,,,,,,,,29.944524,-98.711094,48259
"TX, Kenedy",,,0.0,,,,,,,,,,,,,,,,,,26.890232,-97.591233,48261
"TX, Kerr",,0.0,0.0,,,,,,,,,1.0,,,,,,,,,30.053928,-99.351968,48265
"TX, Kimble",,0.0,,,,,,,,,,,,,,,,,,,30.479472,-99.746396,48267
"TX, King",,,,,,1.0,,,,,,,,,0.0,,,,,,33.614159,-100.250548,48269
"TX, Kinney",,0.0,,,,,,,,,,,,,,,,,,,29.347087,-100.4177,48271
"TX, Kleberg",,0.0,,,,,1.0,,,,,,,,1.0,,,,,,27.438735,-97.66062,48273
"TX, Knox",,0.0,0.0,,,,,1.0,1.0,,,,,,,1.0,,,,,33.616657,-99.747112,48275
"TX, La Salle",,0.0,0.0,0.0,,,,,,,,,,,,,,,,,28.351098,-99.096774,48283
"TX, Lamar",,0.0,0.0,0.0,,1.0,,,,,,11.0,0.0,,,2.0,,,,,33.667263,-95.570348,48277
"TX, Lamb",,0.0,14.0,,,3.0,1.0,,1.0,1.0,,1.0,1.0,2.0,,1.0,,,1.0,,34.068862,-102.348018,48279
"TX, Lampasas",,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,,,,,31.196731,-98.240889,48281
"TX, Lavaca",,,0.0,0.0,,,,,,,,1.0,1.0,,0.0,0.0,,0.0,,,29.382578,-96.923633,48285
"TX, Lee",,0.0,1.0,,,0.0,0.0,,,,,,,,,0.0,,,,,30.321105,-96.976365,48287
"TX, Leon",,0.0,0.0,0.0,,0.0,0.0,1.0,,,,,0.0,1.0,,0.0,,,,,31.300493,-95.995622,48289
"TX, Liberty",,0.0,0.0,1.0,,1.0,2.0,0.0,,,,4.0,,5.0,0.0,2.0,0.0,,,,30.162189,-94.822682,48291
"TX, Limestone",,0.0,0.0,,,1.0,,,,,,4.0,0.0,0.0,,1.0,1.0,,,,31.547543,-96.593623,48293
"TX, Lipscomb",,0.0,,1.0,,,,,0.0,,,1.0,,1.0,,,,,,,36.2802,-100.272683,48295
"TX, Live Oak",,0.0,,,,,,,,,,,0.0,,,,,,,,28.351535,-98.126961,48297
"TX, Llano",,0.0,0.0,,,,,,,,,,,,,,,,,,30.707585,-98.68469,48299
"TX, Lubbock",,0.0,51.0,7.0,8.0,5.0,5.0,1.0,0.0,12.0,,17.0,11.0,7.0,12.0,1.0,2.0,4.0,1.0,1.0,33.611469,-101.819944,48303
"TX, Lynn",,0.0,1.0,,1.0,,,,0.0,,,,,,,,,,1.0,,33.178412,-101.818493,48305
"TX, Madison",,,0.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,,0.0,,0.0,,,,,30.966878,-95.930372,48313
"TX, Marion",,,0.0,,,,,,,,,,,,,,,,,,32.797757,-94.357673,48315
"TX, Martin",,,0.0,,,,,,,,,1.0,,,1.0,,,,,,32.30983,-101.961836,48317
"TX, Mason",,0.0,0.0,,,,,,,,,,,,,,,0.0,,,30.703232,-99.237608,48319
"TX, Matagorda",,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,1.0,1.0,,,,,28.783341,-95.997755,48321
"TX, Maverick",,0.0,1.0,,,,,,,,,,,,,,,,,,28.745217,-100.311368,48323
"TX, Mcculloch",,0.0,0.0,,1.0,,,,,,,,0.0,,,,,,,,31.205477,-99.359856,48307
"TX, Mclennan",,4.0,0.0,1.0,1.0,4.0,0.0,,,,0.0,44.0,0.0,1.0,,7.0,,,,1.0,31.549493,-97.201472,48309
"TX, Mcmullen",,,,,,,,,,,,,,,,0.0,,,,,28.384922,-98.578853,48311
"TX, Medina",,0.0,0.0,,,,,,,,,,,0.0,,,,,,,29.353661,-99.111085,48325
"TX, Menard",,0.0,,,,,,,,,,,,,,,,,,,30.883707,-99.854936,48327
"TX, Midland",,0.0,13.0,2.0,0.0,1.0,2.0,,1.0,,,6.0,5.0,2.0,0.0,,,2.0,1.0,,31.870896,-102.024326,48329
"TX, Milam",,0.0,0.0,0.0,1.0,,1.0,,,,,1.0,,,,,,,,,30.791242,-96.984395,48331
"TX, Mills",,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,31.494889,-98.594623,48333
"TX, Mitchell",,,0.0,,0.0,,,,,,,2.0,1.0,,,0.0,,,,,32.303781,-100.92458,48335
"TX, Montague",,0.0,0.0,,0.0,0.0,,,,,,2.0,,,,,,0.0,,,33.676289,-97.724747,48337
"TX, Montgomery",,7.0,18.0,1.0,6.0,12.0,1.0,1.0,6.0,1.0,3.0,17.0,3.0,32.0,16.0,10.0,2.0,11.0,0.0,6.0,30.302364,-95.503523,48339
"TX, Moore",,0.0,2.0,,,,,,0.0,,,1.0,1.0,1.0,2.0,,,,,,35.835676,-101.890502,48341
"TX, Morris",,0.0,0.0,,,,,,,,,,,,,0.0,,,,,33.116466,-94.731265,48343
"TX, Motley",,,0.0,2.0,,,,,,,,,,,1.0,,,,,,34.058383,-100.793696,48345
"TX, Nacogdoches",,1.0,1.0,,,0.0,,,,,,0.0,,,1.0,3.0,,,,,31.62056,-94.62025,48347
"TX, Navarro",,0.0,1.0,,,1.0,,,2.0,,,8.0,0.0,2.0,,5.0,,1.0,,,32.04845,-96.476908,48349
"TX, Newton",,0.0,1.0,,0.0,,,,,,,,,,1.0,1.0,,,,,30.786718,-93.73925,48351
"TX, Nolan",,0.0,0.0,0.0,,0.0,,,,1.0,,1.0,,,,,,,1.0,,32.312338,-100.418108,48353
"TX, Nueces",,2.0,10.0,0.0,0.0,21.0,5.0,0.0,0.0,,,8.0,2.0,2.0,0.0,5.0,1.0,0.0,,0.0,27.739406,-97.521643,48355
"TX, Ochiltree",,0.0,2.0,1.0,,,,,0.0,,,,0.0,1.0,,,,,,,36.278744,-100.815864,48357
"TX, Oldham",,0.0,1.0,2.0,,,,,,,,1.0,1.0,,1.0,,,,,,35.401921,-102.59762,48359
"TX, Orange",,8.0,2.0,3.0,2.0,7.0,3.0,0.0,1.0,,,2.0,,0.0,0.0,1.0,,1.0,0.0,2.0,30.120918,-93.893358,48361
"TX, Palo Pinto",,0.0,0.0,,,,1.0,,,,,,0.0,0.0,,2.0,0.0,,,,32.75221,-98.317974,48363
"TX, Panola",,,3.0,,1.0,,1.0,,,,,6.0,,,,,1.0,,,,32.163978,-94.305156,48365
"TX, Parker",,0.0,0.0,,0.0,,0.0,,0.0,,,6.0,,1.0,2.0,2.0,0.0,,,1.0,32.777096,-97.805905,48367
"TX, Parmer",,0.0,14.0,1.0,,1.0,,,,,,,1.0,2.0,,,,,,,34.532163,-102.784853,48369
"TX, Pecos",,,,1.0,,,0.0,,,0.0,,,,,,1.0,,,,,30.770894,-102.71986,48371
"TX, Polk",,0.0,1.0,0.0,,0.0,1.0,,,,,1.0,,1.0,,2.0,,,,,30.784553,-94.837338,48373
"TX, Potter",,1.0,14.0,1.0,1.0,0.0,,,1.0,1.0,,4.0,4.0,10.0,6.0,,1.0,0.0,1.0,,35.398675,-101.893804,48375
"TX, Presidio",,,0.0,0.0,,,,,,,,2.0,,,,1.0,,,,,30.005891,-104.261619,48377
"TX, Rains",,,,0.0,,,,,,,,1.0,,,,1.0,,,,,32.87058,-95.79544,48379
"TX, Randall",,3.0,44.0,6.0,0.0,0.0,6.0,1.0,1.0,1.0,,18.0,8.0,18.0,9.0,1.0,1.0,1.0,,1.0,34.962529,-101.895547,48381
"TX, Red River",,0.0,0.0,0.0,0.0,,,,,,,1.0,,,,1.0,,,,1.0,33.619626,-95.048429,48387
"TX, Reeves",,,0.0,,,,,,,,,,,,0.0,,,,,,31.308366,-103.712706,48389
"TX, Refugio",,,,,,,,,,,,,,,,,0.0,,,,28.312496,-97.160479,48391
"TX, Roberts",,0.0,,,,,,,,1.0,,,,,,,,1.0,,,35.836216,-100.807555,48393
"TX, Robertson",,,,0.0,,0.0,,,,,,4.0,,,0.0,0.0,,,,,31.025481,-96.514941,48395
"TX, Rockwall",,0.0,0.0,,,,,,,,,3.0,,0.0,0.0,1.0,1.0,0.0,,,32.889216,-96.407501,48397
"TX, Runnels",,0.0,,,,,,,,,,,1.0,1.0,2.0,1.0,,1.0,1.0,,31.833311,-99.967856,48399
"TX, Rusk",,1.0,4.0,,,0.0,0.0,,0.0,,,12.0,,,1.0,3.0,,,,,32.109423,-94.756382,48401
"TX, Sabine",,0.0,0.0,0.0,,,,,,,,1.0,,,,,,,,,31.3433,-93.851913,48403
"TX, San Jacinto",,0.0,0.0,0.0,,,0.0,,,,,,0.0,,1.0,0.0,,,,,30.574218,-95.162852,48407
"TX, San Patricio",,0.0,3.0,0.0,,4.0,,,1.0,,,,,,,,2.0,,,,28.011782,-97.517165,48409
"TX, San Saba",,0.0,,,,0.0,,,,,,,,,,,,,,,31.155138,-98.819292,48411
"TX, Schleicher",,,0.0,,,,,,,,,6.0,,,,,,,,,30.896233,-100.527216,48413
"TX, Scurry",,0.0,2.0,,,1.0,,,1.0,,,1.0,0.0,,2.0,,,,,,32.744462,-100.913399,48415
"TX, Shackelford",,0.0,1.0,,,,,,,,,,,,,,,,,,32.743788,-99.347045,48417
"TX, Shelby",,0.0,0.0,,0.0,,0.0,,,,,1.0,,,,1.0,,,,,31.790137,-94.142565,48419
"TX, Sherman",,0.0,,2.0,1.0,,1.0,,,,,,,,1.0,,,,,,36.277628,-101.894716,48421
"TX, Smith",,0.0,10.0,0.0,5.0,0.0,0.0,1.0,,,,22.0,,1.0,3.0,6.0,1.0,4.0,,,34.940766,-102.607564,48117
"TX, Somervell",,0.0,0.0,,,,,,,,,0.0,,,,,,,,,32.217942,-97.769211,48425
"TX, Starr",,0.0,2.0,,,,,,,,,1.0,1.0,,,,,,,,26.546335,-98.715803,48427
"TX, Stephens",,1.0,,,,,2.0,,,,,2.0,1.0,,,,,,,,32.731531,-98.840081,48429
"TX, Sterling",,,,,,1.0,,,,,,,,,0.0,,1.0,,,,31.835774,-101.054911,48431
"TX, Stonewall",,1.0,0.0,,,,,,,,,,1.0,,,0.0,,,,,33.17958,-100.253807,48433
"TX, Swisher",,0.0,13.0,0.0,1.0,,,,,1.0,,,2.0,3.0,1.0,,1.0,,,,34.53046,-101.732852,48437
"TX, Tarrant",,5.0,31.0,8.0,24.0,38.0,23.0,9.0,27.0,0.0,2.0,259.0,8.0,16.0,30.0,44.0,20.0,18.0,1.0,40.0,32.77204,-97.291291,48439
"TX, Taylor",,4.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,,,3.0,1.0,1.0,2.0,1.0,,0.0,0.0,0.0,32.295684,-99.89322,48441
"TX, Terrell",,0.0,,1.0,,,,,,,,,,,,,,,,,30.232332,-102.072539,48443
"TX, Terry",,0.0,2.0,,0.0,,1.0,,0.0,0.0,,,,,,,0.0,,,,33.171229,-102.339284,48445
"TX, Throckmorton",,0.0,,,,,,,,,,,,,,0.0,,,,,33.170712,-99.206137,48447
"TX, Titus",,0.0,2.0,0.0,,2.0,,,,,,6.0,2.0,,,1.0,,,,,33.214599,-94.966783,48449
"TX, Tom Green",,1.0,1.0,,,,,1.0,0.0,,,13.0,1.0,4.0,1.0,0.0,,1.0,1.0,,31.401583,-100.461355,48451
"TX, Travis",,1.0,22.0,4.0,6.0,1.0,8.0,2.0,,,,151.0,0.0,6.0,,3.0,0.0,4.0,,4.0,30.239513,-97.69127,48453
"TX, Trinity",,1.0,0.0,,,0.0,0.0,,,,,1.0,0.0,,0.0,1.0,,1.0,,,31.087483,-95.153291,48455
"TX, Tyler",,,,,1.0,,,,1.0,,,0.0,,,,1.0,,,,,30.769579,-94.379449,48457
"TX, Upshur",,,1.0,0.0,0.0,0.0,0.0,,,,,2.0,0.0,,1.0,1.0,,,,,32.735878,-94.941649,48459
"TX, Upton",,0.0,0.0,0.0,,,,,,0.0,,,0.0,,,,,,,,31.353849,-102.042013,48461
"TX, Uvalde",,0.0,0.0,0.0,,,,,,,,,,2.0,1.0,,,,,1.0,29.35034,-99.761074,48463
"TX, Val Verde",,0.0,0.0,,,,,,,,,1.0,,,1.0,,1.0,,,,29.884961,-101.146646,48465
"TX, Van Zandt",,0.0,0.0,0.0,,1.0,0.0,,,,,8.0,0.0,,,5.0,2.0,,,,32.558948,-95.836391,48467
"TX, Victoria",,,0.0,,0.0,1.0,0.0,,,,,2.0,,,2.0,0.0,,,,,28.79637,-96.971198,48469
"TX, Walker",,1.0,1.0,0.0,1.0,0.0,1.0,,,1.0,,2.0,1.0,2.0,1.0,,,1.0,,,30.74309,-95.569888,48471
"TX, Waller",,0.0,1.0,0.0,,0.0,1.0,0.0,,1.0,,1.0,,1.0,1.0,2.0,,,,,30.013578,-95.982102,48473
"TX, Washington",,0.0,1.0,1.0,,1.0,,,0.0,0.0,,1.0,0.0,0.0,,0.0,,,,,30.215075,-96.410272,48477
"TX, Webb",,0.0,2.0,,,,1.0,1.0,,1.0,,,1.0,,1.0,0.0,1.0,1.0,,1.0,27.770584,-99.326641,48479
"TX, Wharton",,,1.0,,,0.0,1.0,,,,,3.0,1.0,,,1.0,,1.0,,,29.278481,-96.229675,48481
"TX, Wheeler",,0.0,0.0,0.0,,,,0.0,,,,,,,2.0,,1.0,,,,35.392593,-100.253107,48483
"TX, Wichita",,0.0,4.0,1.0,0.0,,2.0,,0.0,,,5.0,2.0,4.0,3.0,0.0,,0.0,,,33.991103,-98.716851,48485
"TX, Wilbarger",,0.0,,,,,,,,,,,,,,,,,,,34.08492,-99.24244,48487
"TX, Willacy",,0.0,2.0,,,,1.0,,,,,1.0,,,1.0,,,,,,26.481092,-97.584224,48489
"TX, Williamson",,0.0,2.0,0.0,1.0,0.0,0.0,,,0.0,,26.0,0.0,1.0,0.0,2.0,1.0,0.0,,3.0,30.64903,-97.605069,48491
"TX, Wilson",,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,1.0,,,,,29.174303,-98.085899,48493
"TX, Winkler",,,0.0,,,,0.0,,,,,,,,,,,,,,31.831416,-103.055986,48495
"TX, Wise",,0.0,0.0,,0.0,,,,,0.0,,5.0,,,1.0,1.0,,,,,33.219095,-97.653997,48497
"TX, Wood",,0.0,1.0,0.0,0.0,0.0,0.0,,,,,2.0,,,,4.0,,,,1.0,32.783588,-95.382166,48499
"TX, Yoakum",,,0.0,,,,,,,,,1.0,1.0,,,,,,,,33.172397,-102.823771,48501
"TX, Young",,0.0,1.0,,0.0,,1.0,,,,,1.0,0.0,,1.0,,,,,,33.158787,-98.678267,48503
"TX, Zapata",,0.0,2.0,,,,0.0,,,,,,,,,,,,,,26.996981,-99.182603,48505
"TX, Zavala",,0.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,28.864652,-99.75983,48507
"UT, Beaver",,,,,0.0,,,,,,,,,,,,0.0,,0.0,,38.357535,-113.238948,49001
"UT, Box Elder",,,,1.0,,1.0,8.0,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,,41.476021,-113.052922,49003
"UT, Cache",,,,,0.0,2.0,11.0,2.0,0.0,,1.0,0.0,0.0,,,,4.0,0.0,1.0,0.0,41.734225,-111.744581,49005
"UT, Carbon",,,0.0,,1.0,3.0,0.0,,,,,,,,,,0.0,,,,39.67005,-110.590357,49007
"UT, Daggett",,,,,,,0.0,,,,,,,,,,,,,,40.890099,-109.505786,49009
"UT, Davis",,,,1.0,0.0,11.0,6.0,2.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,2.0,41.037045,-112.202123,49011
"UT, Duchesne",,,0.0,2.0,7.0,3.0,1.0,1.0,0.0,,,,0.0,,1.0,1.0,4.0,1.0,0.0,0.0,40.289649,-110.42983,49013
"UT, Emery",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,39.009028,-110.721111,49015
"UT, Grand",,,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,,,,1.0,,,1.0,3.0,0.0,38.974326,-109.57345,49019
"UT, Iron",,,,,0.0,1.0,1.0,,,,0.0,,,0.0,,,,,0.0,,37.882727,-113.290059,49021
"UT, Juab",,,,,0.0,1.0,,,,,,,0.0,,,,0.0,,0.0,,39.710827,-112.794262,49023
"UT, Kane",,,,0.0,,,,0.0,,1.0,,,,0.0,0.0,,,0.0,,,37.275118,-111.815413,49025
"UT, Millard",,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,1.0,,,,39.09454,-113.525014,49027
"UT, Morgan",,,,,,,,,,,,,,,,,0.0,,,,41.091027,-111.577885,49029
"UT, Piute",,,,,0.0,,,,,,,,,,,,,,,,38.335881,-112.129376,49031
"UT, Salt Lake",,,,2.0,6.0,57.0,31.0,9.0,1.0,0.0,1.0,0.0,1.0,2.0,5.0,11.0,29.0,5.0,2.0,0.0,40.667882,-111.924244,49035
"UT, San Juan",,,,0.0,1.0,,2.0,,,,,,,,,,2.0,,,,37.623064,-109.78932,49037
"UT, Sanpete",,,0.0,,,,0.0,,0.0,,,,,,,,,,,,39.380588,-111.570451,49039
"UT, Sevier",,,,,,,,,,,,,,,,,0.0,,1.0,,38.746825,-111.81193,49041
"UT, Summit",,,,,,0.0,0.0,,,,,1.0,,,,,,,,,40.87206,-110.968486,49043
"UT, Tooele",,,,,0.0,3.0,2.0,2.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,40.467692,-113.124015,49045
"UT, Uintah",,,1.0,0.0,14.0,1.0,3.0,5.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,40.125887,-109.517748,49047
"UT, Utah",,,0.0,1.0,16.0,65.0,2.0,1.0,0.0,,,0.0,0.0,0.0,,1.0,7.0,1.0,1.0,0.0,40.120409,-111.668667,49049
"UT, Wasatch",,,,,,0.0,,,,,,,,,,,,,,,40.334884,-111.161568,49051
"UT, Washington",,,,4.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,,5.0,,37.262531,-113.4878,49053
"UT, Wayne",,,0.0,,,,,,,,,,,,,,,,,,38.261229,-110.990323,49055
"UT, Weber",,,,,1.0,10.0,0.0,3.0,1.0,,,1.0,2.0,0.0,0.0,,2.0,0.0,1.0,0.0,41.270355,-111.875879,49057
"VA, Accomack",,0.0,0.0,1.0,,,,,,,,,,,,,,,,,37.765944,-75.757807,51001
"VA, Albemarle",0.0,0.0,0.0,0.0,,,,,,,,1.0,,,,,,,,,38.024184,-78.553506,51003
"VA, Alexandria City",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,,2.0,1.0,,38.818343,-77.082026,51510
"VA, Alleghany",,0.0,0.0,,,,,,,,,,,,,,,,,,37.787905,-80.008669,51005
"VA, Amelia",,0.0,0.0,0.0,,,,,,,,,,,,,,,,,37.336131,-77.973218,51007
"VA, Amherst",,0.0,0.0,,,,,,,,,,,,,,,,,,37.630362,-79.147848,51009
"VA, Appomattox",,0.0,0.0,,,,,,,,,,,,,,,,,,37.370725,-78.81094,51011
"VA, Arlington",0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,,,1.0,2.0,,2.0,1.0,,0.0,3.0,1.0,,38.878337,-77.100703,51013
"VA, Augusta",,0.0,1.0,1.0,,0.0,,,0.0,,1.0,,,0.0,,,,,,,38.167807,-79.146682,51015
"VA, Bath",,0.0,0.0,,,,,,,,,,,,,,,,,,38.068988,-79.732898,51017
"VA, Bedford",,0.0,1.0,0.0,,,,,,,,,,,,,,,,,37.312408,-79.527947,51019
"VA, Bland",,,0.0,,,,,,,,,,,,,,,,,,37.130612,-81.125853,51021
"VA, Botetourt",,0.0,1.0,0.0,,,,,,,,,,,,,,,,,37.553193,-79.805318,51023
"VA, Bristol City",,0.0,0.0,,,,,,,,,,,,,,,,,,36.616954,-82.157564,51520
"VA, Brunswick",,0.0,0.0,,,,,,,,,,,,,,,,,,36.764531,-77.860916,51025
"VA, Buckingham",,0.0,0.0,,,,,,,,,,,,,,,,,,37.573928,-78.529169,51029
"VA, Buena Vista City",,0.0,0.0,,,,,,,,,,,,,,,,,,37.731663,-79.356375,51530
"VA, Campbell",,0.0,0.0,,,,,,,,,,,,,,,1.0,,,37.210151,-79.095429,51031
"VA, Caroline",,0.0,0.0,,,,,,,,,,,,,,,,,,38.030319,-77.352348,51033
"VA, Carroll",,,0.0,,,,,,,,,,,,,,,,,,36.732426,-80.728043,51035
"VA, Charles City",,,0.0,,,,,,,,,,,,,,,,,,37.361048,-77.054171,51036
"VA, Charlotte",,0.0,0.0,,,,,,,,,,,,,,,,,,37.014091,-78.661424,51037
"VA, Chesapeake City",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,36.679376,-76.301788,51550
"VA, Chesterfield",,0.0,0.0,1.0,,,,,0.0,,,2.0,,,,,1.0,,,,37.378434,-77.585847,51041
"VA, Clarke",0.0,0.0,0.0,,,,,,,,0.0,,,,,,,0.0,,,39.115931,-77.992004,51043
"VA, Colonial Heights Cit",,1.0,0.0,,,,,,,,,,,,,,,,,,37.261685,-77.396804,51570
"VA, Craig",,,0.0,,,,,,,,,,,,,,,,,,37.473129,-80.231734,51045
"VA, Culpeper",,0.0,1.0,0.0,,,,,,,,,,,0.0,,,,,,38.48593,-77.956476,51047
"VA, Cumberland",,0.0,0.0,,,,,,,,,,,,,,,,,,37.520189,-78.252836,51049
"VA, Danville City",,0.0,0.0,,,,,,,,,,,,,,,,,,36.583334,-79.408071,51590
"VA, Dickenson",,0.0,0.0,,,,,,,,,,,,,,,,,,37.137081,-82.349208,51051
"VA, Dinwiddie",,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,,,37.073498,-77.635492,51053
"VA, Essex",,0.0,,,,,,,,,,,,,,,,,,,37.93948,-76.941871,51057
"VA, Fairfax",0.0,13.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,8.0,3.0,0.0,8.0,0.0,5.0,9.0,3.0,0.0,38.833743,-77.276117,51059
"VA, Fairfax City",,,,,,,,,,,,,,,,,,0.0,0.0,0.0,38.833743,-77.276117,51059
"VA, Falls Church City",,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,38.883787,-77.174639,51610
"VA, Fauquier",,0.0,0.0,,,,,,,,,1.0,,,,,,1.0,,,38.744103,-77.821585,51061
"VA, Floyd",,,0.0,,,,,,,,,,,,,,,,,,36.931438,-80.350309,51063
"VA, Fluvanna",,0.0,0.0,,,,,,,,,,,,,,,,,,37.830606,-78.284445,51065
"VA, Franklin",,0.0,0.0,,,,,,,,,,,,,,,,,,36.99235,-79.883959,51067
"VA, Franklin City",,,0.0,,,,,,,,,,,,,,,,,,36.99235,-79.883959,51067
"VA, Frederick",0.0,1.0,0.0,,,,,,,,0.0,2.0,,,,,,1.0,,,39.203637,-78.263916,51069
"VA, Fredericksburg City",,0.0,0.0,0.0,,,,,,,,,,0.0,,,,1.0,,,38.299272,-77.486658,51630
"VA, Galax City",,,0.0,,,,,,,,,,,,,,,,,,36.66564,-80.914308,51640
"VA, Giles",,,0.0,,,,,,,,,,,,,,,,,,37.31193,-80.717178,51071
"VA, Gloucester",0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,37.403541,-76.523505,51073
"VA, Goochland",,0.0,0.0,,,,,,,,,,,,,,,,,,37.724166,-77.914273,51075
"VA, Grayson",,,0.0,,,,,,,,,,,,,,,,,,36.656303,-81.225337,51077
"VA, Greene",,1.0,0.0,,,,,,,,,1.0,,,,,,1.0,,,38.297981,-78.470163,51079
"VA, Greensville",,0.0,0.0,,,,,,,,,,,,,,,,,,36.680225,-77.560261,51081
"VA, Halifax",,0.0,0.0,0.0,,,,,,,,,,,,,,,,,36.766461,-78.939614,51083
"VA, Hampton City",,0.0,0.0,0.0,0.0,,,0.0,,,,1.0,,,,,,0.0,,,37.302629,-75.923868,51131
"VA, Hanover",,1.0,0.0,,,,,,,,,,,,,,0.0,1.0,,,37.760166,-77.490992,51085
"VA, Harrisonburg City",,,0.0,,,,,,,,,,,,,,,1.0,,,38.436013,-78.874197,51660
