County,State,State Abbreviation,Precipitation (in),Year
Philadelphia County,Pennsylvania,PA,17.34,2020
Pike County,Pennsylvania,PA,14.92,2020
Potter County,Pennsylvania,PA,8.10,2020
Schuylkill County,Pennsylvania,PA,13.66,2020
Snyder County,Pennsylvania,PA,8.58,2020
Somerset County,Pennsylvania,PA,11.85,2020
Sullivan County,Pennsylvania,PA,10.03,2020
Susquehanna County,Pennsylvania,PA,12.25,2020
Tioga County,Pennsylvania,PA,7.33,2020
Union County,Pennsylvania,PA,7.53,2020
Venango County,Pennsylvania,PA,9.19,2020
Warren County,Pennsylvania,PA,8.99,2020
Washington County,Pennsylvania,PA,8.65,2020
Wayne County,Pennsylvania,PA,12.78,2020
Westmoreland County,Pennsylvania,PA,9.88,2020
Wyoming County,Pennsylvania,PA,10.28,2020
York County,Pennsylvania,PA,10.78,2020
Bristol County,Rhode Island,RI,4.75,2020
Kent County,Rhode Island,RI,4.79,2020
Newport County,Rhode Island,RI,4.33,2020
Providence County,Rhode Island,RI,5.06,2020
Washington County,Rhode Island,RI,4.19,2020
Abbeville County,South Carolina,SC,16.01,2020
Aiken County,South Carolina,SC,19.60,2020
Allendale County,South Carolina,SC,18.66,2020
Anderson County,South Carolina,SC,14.05,2020
Bamberg County,South Carolina,SC,20.57,2020
Barnwell County,South Carolina,SC,21.11,2020
Beaufort County,South Carolina,SC,18.09,2020
Berkeley County,South Carolina,SC,18.23,2020
Calhoun County,South Carolina,SC,18.15,2020
Charleston County,South Carolina,SC,19.12,2020
Cherokee County,South Carolina,SC,16.31,2020
Chester County,South Carolina,SC,15.60,2020
Chesterfield County,South Carolina,SC,17.77,2020
Clarendon County,South Carolina,SC,20.19,2020
Colleton County,South Carolina,SC,18.93,2020
Darlington County,South Carolina,SC,21.55,2020
Dillon County,South Carolina,SC,21.39,2020
Dorchester County,South Carolina,SC,18.62,2020
Edgefield County,South Carolina,SC,17.40,2020
Fairfield County,South Carolina,SC,14.67,2020
Florence County,South Carolina,SC,21.95,2020
Georgetown County,South Carolina,SC,24.17,2020
Greenville County,South Carolina,SC,16.33,2020
Greenwood County,South Carolina,SC,15.71,2020
Hampton County,South Carolina,SC,17.02,2020
Horry County,South Carolina,SC,22.46,2020
Jasper County,South Carolina,SC,17.10,2020
Kershaw County,South Carolina,SC,17.73,2020
Lancaster County,South Carolina,SC,16.47,2020
Laurens County,South Carolina,SC,14.86,2020
Lee County,South Carolina,SC,21.77,2020
Lexington County,South Carolina,SC,15.85,2020
McCormick County,South Carolina,SC,16.53,2020
Marion County,South Carolina,SC,24.65,2020
Marlboro County,South Carolina,SC,18.13,2020
Newberry County,South Carolina,SC,14.86,2020
Oconee County,South Carolina,SC,22.04,2020
Orangeburg County,South Carolina,SC,18.84,2020
Pickens County,South Carolina,SC,19.48,2020
Richland County,South Carolina,SC,15.16,2020
Saluda County,South Carolina,SC,14.96,2020
Spartanburg County,South Carolina,SC,14.72,2020
Sumter County,South Carolina,SC,20.86,2020
Union County,South Carolina,SC,14.50,2020
Williamsburg County,South Carolina,SC,19.84,2020
York County,South Carolina,SC,13.92,2020
Aurora County,South Dakota,SD,6.02,2020
Beadle County,South Dakota,SD,6.54,2020
Bennett County,South Dakota,SD,5.34,2020
Bon Homme County,South Dakota,SD,7.65,2020
Brookings County,South Dakota,SD,7.65,2020
Brown County,South Dakota,SD,6.73,2020
Brule County,South Dakota,SD,7.07,2020
Buffalo County,South Dakota,SD,8.09,2020
Butte County,South Dakota,SD,4.52,2020
Campbell County,South Dakota,SD,6.99,2020
Charles Mix County,South Dakota,SD,7.19,2020
Clark County,South Dakota,SD,7.37,2020
Clay County,South Dakota,SD,4.72,2020
Codington County,South Dakota,SD,7.74,2020
Corson County,South Dakota,SD,7.47,2020
Custer County,South Dakota,SD,5.15,2020
Davison County,South Dakota,SD,5.16,2020
Day County,South Dakota,SD,6.40,2020
Deuel County,South Dakota,SD,7.96,2020
Dewey County,South Dakota,SD,6.65,2020
Douglas County,South Dakota,SD,6.42,2020
Edmunds County,South Dakota,SD,5.66,2020
Fall River County,South Dakota,SD,4.02,2020
Faulk County,South Dakota,SD,6.71,2020
Grant County,South Dakota,SD,7.61,2020
Gregory County,South Dakota,SD,7.60,2020
Haakon County,South Dakota,SD,6.46,2020
Hamlin County,South Dakota,SD,8.18,2020
Hand County,South Dakota,SD,7.66,2020
Hanson County,South Dakota,SD,4.88,2020
Harding County,South Dakota,SD,3.88,2020
Hughes County,South Dakota,SD,6.10,2020
Hutchinson County,South Dakota,SD,5.50,2020
Hyde County,South Dakota,SD,7.13,2020
Jackson County,South Dakota,SD,5.35,2020
Jerauld County,South Dakota,SD,6.55,2020
Jones County,South Dakota,SD,7.32,2020
Kingsbury County,South Dakota,SD,7.40,2020
Lake County,South Dakota,SD,5.53,2020
Lawrence County,South Dakota,SD,5.74,2020
Lincoln County,South Dakota,SD,3.52,2020
Lyman County,South Dakota,SD,7.19,2020
McCook County,South Dakota,SD,4.20,2020
McPherson County,South Dakota,SD,7.32,2020
Marshall County,South Dakota,SD,6.92,2020
Meade County,South Dakota,SD,4.87,2020
Mellette County,South Dakota,SD,6.68,2020
Miner County,South Dakota,SD,5.35,2020
Minnehaha County,South Dakota,SD,4.37,2020
Moody County,South Dakota,SD,6.91,2020
Oglala Lakota County,South Dakota,SD,4.12,2020
Pennington County,South Dakota,SD,5.01,2020
Perkins County,South Dakota,SD,5.24,2020
Potter County,South Dakota,SD,6.48,2020
Roberts County,South Dakota,SD,6.75,2020
Sanborn County,South Dakota,SD,5.45,2020
Spink County,South Dakota,SD,6.62,2020
Stanley County,South Dakota,SD,6.42,2020
Sully County,South Dakota,SD,6.35,2020
Todd County,South Dakota,SD,6.18,2020
Tripp County,South Dakota,SD,7.94,2020
Turner County,South Dakota,SD,4.22,2020
Union County,South Dakota,SD,5.49,2020
Walworth County,South Dakota,SD,6.39,2020
Yankton County,South Dakota,SD,5.25,2020
Ziebach County,South Dakota,SD,5.50,2020
Anderson County,Tennessee,TN,12.14,2020
Bedford County,Tennessee,TN,11.78,2020
Benton County,Tennessee,TN,16.52,2020
Bledsoe County,Tennessee,TN,14.87,2020
Blount County,Tennessee,TN,17.24,2020
Bradley County,Tennessee,TN,17.39,2020
Campbell County,Tennessee,TN,11.49,2020
Cannon County,Tennessee,TN,14.87,2020
Carroll County,Tennessee,TN,16.56,2020
Carter County,Tennessee,TN,15.56,2020
Cheatham County,Tennessee,TN,14.53,2020
Chester County,Tennessee,TN,15.57,2020
Claiborne County,Tennessee,TN,12.46,2020
Clay County,Tennessee,TN,15.82,2020
Cocke County,Tennessee,TN,15.81,2020
Coffee County,Tennessee,TN,14.92,2020
Crockett County,Tennessee,TN,13.06,2020
Cumberland County,Tennessee,TN,14.30,2020
Davidson County,Tennessee,TN,15.54,2020
Decatur County,Tennessee,TN,18.04,2020
DeKalb County,Tennessee,TN,13.03,2020
Dickson County,Tennessee,TN,16.19,2020
Dyer County,Tennessee,TN,12.13,2020
Fayette County,Tennessee,TN,11.78,2020
Fentress County,Tennessee,TN,16.14,2020
Franklin County,Tennessee,TN,17.84,2020
Gibson County,Tennessee,TN,15.10,2020
Giles County,Tennessee,TN,15.59,2020
Grainger County,Tennessee,TN,14.41,2020
Greene County,Tennessee,TN,13.78,2020
Grundy County,Tennessee,TN,16.08,2020
Hamblen County,Tennessee,TN,15.10,2020
Hamilton County,Tennessee,TN,14.05,2020
Hancock County,Tennessee,TN,14.74,2020
Hardeman County,Tennessee,TN,13.71,2020
Hardin County,Tennessee,TN,22.54,2020
Hawkins County,Tennessee,TN,15.09,2020
Haywood County,Tennessee,TN,12.60,2020
Henderson County,Tennessee,TN,16.64,2020
Henry County,Tennessee,TN,16.13,2020
Hickman County,Tennessee,TN,17.44,2020
Houston County,Tennessee,TN,16.01,2020
Humphreys County,Tennessee,TN,16.86,2020
Jackson County,Tennessee,TN,13.74,2020
Jefferson County,Tennessee,TN,14.63,2020
Johnson County,Tennessee,TN,16.13,2020
Knox County,Tennessee,TN,13.66,2020
Lake County,Tennessee,TN,13.57,2020
Lauderdale County,Tennessee,TN,9.94,2020
Lawrence County,Tennessee,TN,17.59,2020
Lewis County,Tennessee,TN,18.50,2020
Lincoln County,Tennessee,TN,14.29,2020
Loudon County,Tennessee,TN,14.62,2020
McMinn County,Tennessee,TN,14.62,2020
McNairy County,Tennessee,TN,18.06,2020
Macon County,Tennessee,TN,15.77,2020
Madison County,Tennessee,TN,13.32,2020
Marion County,Tennessee,TN,15.40,2020
Marshall County,Tennessee,TN,14.82,2020
Maury County,Tennessee,TN,17.39,2020
Meigs County,Tennessee,TN,12.77,2020
Monroe County,Tennessee,TN,16.44,2020
Montgomery County,Tennessee,TN,14.48,2020
Moore County,Tennessee,TN,14.52,2020
Morgan County,Tennessee,TN,13.48,2020
Obion County,Tennessee,TN,17.03,2020
Overton County,Tennessee,TN,15.60,2020
Perry County,Tennessee,TN,17.18,2020
Pickett County,Tennessee,TN,16.25,2020
Polk County,Tennessee,TN,17.86,2020
Putnam County,Tennessee,TN,13.61,2020
Rhea County,Tennessee,TN,12.53,2020
Roane County,Tennessee,TN,11.97,2020
Robertson County,Tennessee,TN,14.25,2020
Rutherford County,Tennessee,TN,15.67,2020
Scott County,Tennessee,TN,13.21,2020
Sequatchie County,Tennessee,TN,14.80,2020
Sevier County,Tennessee,TN,15.97,2020
Shelby County,Tennessee,TN,10.27,2020
Smith County,Tennessee,TN,13.23,2020
Stewart County,Tennessee,TN,15.60,2020
Sullivan County,Tennessee,TN,14.40,2020
Sumner County,Tennessee,TN,16.41,2020
Tipton County,Tennessee,TN,10.59,2020
Trousdale County,Tennessee,TN,15.86,2020
Unicoi County,Tennessee,TN,14.18,2020
Union County,Tennessee,TN,12.07,2020
Van Buren County,Tennessee,TN,15.13,2020
Warren County,Tennessee,TN,14.58,2020
Washington County,Tennessee,TN,13.68,2020
Wayne County,Tennessee,TN,20.02,2020
Weakley County,Tennessee,TN,15.69,2020
White County,Tennessee,TN,13.93,2020
Williamson County,Tennessee,TN,15.99,2020
Wilson County,Tennessee,TN,16.33,2020
Anderson County,Texas,TX,15.79,2020
Andrews County,Texas,TX,1.10,2020
Angelina County,Texas,TX,13.30,2020
Aransas County,Texas,TX,7.29,2020
Archer County,Texas,TX,12.27,2020
Armstrong County,Texas,TX,4.70,2020
Atascosa County,Texas,TX,7.63,2020
Austin County,Texas,TX,13.80,2020
Bailey County,Texas,TX,3.14,2020
Bandera County,Texas,TX,4.68,2020
Bastrop County,Texas,TX,8.96,2020
Baylor County,Texas,TX,10.11,2020
Bee County,Texas,TX,9.82,2020
Bell County,Texas,TX,9.61,2020
Bexar County,Texas,TX,5.93,2020
Blanco County,Texas,TX,7.54,2020
Borden County,Texas,TX,3.75,2020
Bosque County,Texas,TX,11.05,2020
Bowie County,Texas,TX,19.49,2020
Brazoria County,Texas,TX,17.87,2020
Brazos County,Texas,TX,9.55,2020
Brewster County,Texas,TX,2.07,2020
Briscoe County,Texas,TX,4.74,2020
Brooks County,Texas,TX,8.36,2020
Brown County,Texas,TX,7.72,2020
Burleson County,Texas,TX,9.32,2020
Burnet County,Texas,TX,7.69,2020
Caldwell County,Texas,TX,7.59,2020
Calhoun County,Texas,TX,10.88,2020
Callahan County,Texas,TX,9.74,2020
Cameron County,Texas,TX,12.76,2020
Camp County,Texas,TX,11.33,2020
Carson County,Texas,TX,5.20,2020
Cass County,Texas,TX,19.08,2020
Castro County,Texas,TX,3.37,2020
Chambers County,Texas,TX,16.06,2020
Cherokee County,Texas,TX,12.15,2020
Childress County,Texas,TX,6.00,2020
Clay County,Texas,TX,11.91,2020
Cochran County,Texas,TX,2.59,2020
Coke County,Texas,TX,10.33,2020
Coleman County,Texas,TX,7.05,2020
Collin County,Texas,TX,12.03,2020
Collingsworth County,Texas,TX,5.53,2020
Colorado County,Texas,TX,14.43,2020
Comal County,Texas,TX,7.94,2020
Comanche County,Texas,TX,10.43,2020
Concho County,Texas,TX,5.43,2020
Cooke County,Texas,TX,9.99,2020
Coryell County,Texas,TX,10.46,2020
Cottle County,Texas,TX,4.94,2020
Crane County,Texas,TX,0.97,2020
Crockett County,Texas,TX,4.75,2020
Crosby County,Texas,TX,2.60,2020
Culberson County,Texas,TX,2.75,2020
Dallam County,Texas,TX,6.49,2020
Dallas County,Texas,TX,11.28,2020
Dawson County,Texas,TX,2.13,2020
Deaf Smith County,Texas,TX,4.21,2020
Delta County,Texas,TX,13.85,2020
Denton County,Texas,TX,10.46,2020
DeWitt County,Texas,TX,8.12,2020
Dickens County,Texas,TX,2.98,2020
Dimmit County,Texas,TX,6.46,2020
Donley County,Texas,TX,5.52,2020
Duval County,Texas,TX,7.37,2020
Eastland County,Texas,TX,10.41,2020
Ector County,Texas,TX,0.56,2020
Edwards County,Texas,TX,5.42,2020
Ellis County,Texas,TX,12.19,2020
El Paso County,Texas,TX,2.76,2020
Erath County,Texas,TX,10.65,2020
Falls County,Texas,TX,13.47,2020
Fannin County,Texas,TX,15.93,2020
Fayette County,Texas,TX,11.04,2020
Fisher County,Texas,TX,8.54,2020
Floyd County,Texas,TX,2.66,2020
Foard County,Texas,TX,7.13,2020
Fort Bend County,Texas,TX,18.11,2020
Franklin County,Texas,TX,11.72,2020
Freestone County,Texas,TX,15.65,2020
Frio County,Texas,TX,6.42,2020
Gaines County,Texas,TX,1.79,2020
Galveston County,Texas,TX,17.72,2020
Garza County,Texas,TX,3.18,2020
Gillespie County,Texas,TX,5.25,2020
Glasscock County,Texas,TX,3.30,2020
Goliad County,Texas,TX,8.67,2020
Gonzales County,Texas,TX,8.00,2020
Gray County,Texas,TX,5.96,2020
Grayson County,Texas,TX,12.21,2020
Gregg County,Texas,TX,12.69,2020
Grimes County,Texas,TX,9.70,2020
Guadalupe County,Texas,TX,6.72,2020
Hale County,Texas,TX,2.73,2020
Hall County,Texas,TX,4.75,2020
Hamilton County,Texas,TX,9.11,2020
Hansford County,Texas,TX,8.17,2020
Hardeman County,Texas,TX,7.62,2020
Hardin County,Texas,TX,15.52,2020
Harris County,Texas,TX,17.04,2020
Harrison County,Texas,TX,15.32,2020
Hartley County,Texas,TX,6.44,2020
Haskell County,Texas,TX,8.79,2020
Hays County,Texas,TX,8.53,2020
Hemphill County,Texas,TX,6.03,2020
Henderson County,Texas,TX,17.63,2020
Hidalgo County,Texas,TX,13.71,2020
Hill County,Texas,TX,11.93,2020
Hockley County,Texas,TX,2.32,2020
Hood County,Texas,TX,10.30,2020
Hopkins County,Texas,TX,11.71,2020
Houston County,Texas,TX,13.23,2020
Howard County,Texas,TX,4.50,2020
Hudspeth County,Texas,TX,3.06,2020
Hunt County,Texas,TX,12.53,2020
Hutchinson County,Texas,TX,5.63,2020
Irion County,Texas,TX,5.84,2020
Jack County,Texas,TX,9.22,2020
Jackson County,Texas,TX,10.59,2020
Jasper County,Texas,TX,16.98,2020
Jeff Davis County,Texas,TX,3.39,2020
Jefferson County,Texas,TX,15.13,2020
Jim Hogg County,Texas,TX,7.90,2020
Jim Wells County,Texas,TX,7.96,2020
Johnson County,Texas,TX,9.62,2020
Jones County,Texas,TX,9.88,2020
Karnes County,Texas,TX,9.95,2020
Kaufman County,Texas,TX,10.37,2020
Kendall County,Texas,TX,7.48,2020
Kenedy County,Texas,TX,9.50,2020
Kent County,Texas,TX,4.11,2020
Kerr County,Texas,TX,5.27,2020
Kimble County,Texas,TX,5.39,2020
King County,Texas,TX,3.98,2020
Kinney County,Texas,TX,4.78,2020
Kleberg County,Texas,TX,6.08,2020
Knox County,Texas,TX,6.77,2020
Lamar County,Texas,TX,19.16,2020
Lamb County,Texas,TX,2.93,2020
Lampasas County,Texas,TX,8.63,2020
La Salle County,Texas,TX,7.14,2020
Lavaca County,Texas,TX,9.69,2020
Lee County,Texas,TX,9.28,2020
Leon County,Texas,TX,15.29,2020
Liberty County,Texas,TX,13.48,2020
Limestone County,Texas,TX,14.23,2020
Lipscomb County,Texas,TX,6.03,2020
Live Oak County,Texas,TX,9.85,2020
Llano County,Texas,TX,6.60,2020
Loving County,Texas,TX,0.71,2020
Lubbock County,Texas,TX,2.83,2020
Lynn County,Texas,TX,2.29,2020
McCulloch County,Texas,TX,4.34,2020
McLennan County,Texas,TX,12.57,2020
McMullen County,Texas,TX,8.28,2020
Madison County,Texas,TX,13.44,2020
Marion County,Texas,TX,17.74,2020
Martin County,Texas,TX,2.13,2020
Mason County,Texas,TX,3.70,2020
Matagorda County,Texas,TX,13.19,2020
Maverick County,Texas,TX,7.04,2020
Medina County,Texas,TX,4.72,2020
Menard County,Texas,TX,5.56,2020
Midland County,Texas,TX,1.34,2020
Milam County,Texas,TX,9.57,2020
Mills County,Texas,TX,6.67,2020
Mitchell County,Texas,TX,7.84,2020
Montague County,Texas,TX,7.25,2020
Montgomery County,Texas,TX,11.12,2020
Moore County,Texas,TX,6.72,2020
Morris County,Texas,TX,13.11,2020
Motley County,Texas,TX,3.70,2020
Nacogdoches County,Texas,TX,12.71,2020
Navarro County,Texas,TX,15.34,2020
Newton County,Texas,TX,18.38,2020
Nolan County,Texas,TX,10.21,2020
Nueces County,Texas,TX,7.72,2020
Ochiltree County,Texas,TX,7.00,2020
Oldham County,Texas,TX,5.53,2020
Orange County,Texas,TX,16.42,2020
Palo Pinto County,Texas,TX,9.59,2020
Panola County,Texas,TX,16.24,2020
Parker County,Texas,TX,8.48,2020
Parmer County,Texas,TX,3.85,2020
Pecos County,Texas,TX,1.54,2020
Polk County,Texas,TX,12.78,2020
Potter County,Texas,TX,5.05,2020
Presidio County,Texas,TX,3.04,2020
Rains County,Texas,TX,12.48,2020
Randall County,Texas,TX,3.60,2020
Reagan County,Texas,TX,3.28,2020
Real County,Texas,TX,4.33,2020
Red River County,Texas,TX,16.26,2020
Reeves County,Texas,TX,1.50,2020
Refugio County,Texas,TX,8.23,2020
Roberts County,Texas,TX,5.98,2020
Robertson County,Texas,TX,12.64,2020
Rockwall County,Texas,TX,9.77,2020
Runnels County,Texas,TX,7.44,2020
Rusk County,Texas,TX,12.52,2020
Sabine County,Texas,TX,18.19,2020
San Augustine County,Texas,TX,15.73,2020
San Jacinto County,Texas,TX,11.14,2020
San Patricio County,Texas,TX,9.07,2020
San Saba County,Texas,TX,6.04,2020
Schleicher County,Texas,TX,6.97,2020
Scurry County,Texas,TX,6.70,2020
Shackelford County,Texas,TX,9.61,2020
Shelby County,Texas,TX,18.41,2020
Sherman County,Texas,TX,8.25,2020
Smith County,Texas,TX,14.81,2020
Somervell County,Texas,TX,10.35,2020
Starr County,Texas,TX,12.06,2020
Stephens County,Texas,TX,8.95,2020
Sterling County,Texas,TX,6.87,2020
Stonewall County,Texas,TX,6.95,2020
Sutton County,Texas,TX,6.37,2020
Swisher County,Texas,TX,3.69,2020
Tarrant County,Texas,TX,7.75,2020
Taylor County,Texas,TX,9.03,2020
Terrell County,Texas,TX,2.28,2020
Terry County,Texas,TX,1.76,2020
Throckmorton County,Texas,TX,8.90,2020
Titus County,Texas,TX,11.41,2020
Tom Green County,Texas,TX,7.94,2020
Travis County,Texas,TX,8.13,2020
Trinity County,Texas,TX,12.12,2020
Tyler County,Texas,TX,16.16,2020
Upshur County,Texas,TX,12.90,2020
Upton County,Texas,TX,1.76,2020
Uvalde County,Texas,TX,3.04,2020
Val Verde County,Texas,TX,6.02,2020
Van Zandt County,Texas,TX,13.17,2020
Victoria County,Texas,TX,9.50,2020
Walker County,Texas,TX,10.93,2020
Waller County,Texas,TX,12.76,2020
Ward County,Texas,TX,0.83,2020
Washington County,Texas,TX,10.52,2020
Webb County,Texas,TX,6.63,2020
Wharton County,Texas,TX,12.37,2020
Wheeler County,Texas,TX,5.23,2020
Wichita County,Texas,TX,12.24,2020
Wilbarger County,Texas,TX,9.50,2020
Willacy County,Texas,TX,13.94,2020
Williamson County,Texas,TX,7.14,2020
Wilson County,Texas,TX,8.34,2020
Winkler County,Texas,TX,0.64,2020
Wise County,Texas,TX,7.75,2020
Wood County,Texas,TX,13.07,2020
Yoakum County,Texas,TX,1.63,2020
Young County,Texas,TX,9.52,2020
Zapata County,Texas,TX,7.69,2020
Zavala County,Texas,TX,5.22,2020
Beaver County,Utah,UT,0.43,2020
Box Elder County,Utah,UT,0.80,2020
Cache County,Utah,UT,1.20,2020
Carbon County,Utah,UT,0.66,2020
Daggett County,Utah,UT,1.51,2020
Davis County,Utah,UT,0.48,2020
Duchesne County,Utah,UT,1.00,2020
Emery County,Utah,UT,0.60,2020
Garfield County,Utah,UT,1.30,2020
Grand County,Utah,UT,0.97,2020
Iron County,Utah,UT,0.72,2020
Juab County,Utah,UT,0.21,2020
Kane County,Utah,UT,0.78,2020
Millard County,Utah,UT,0.25,2020
Morgan County,Utah,UT,0.55,2020
Piute County,Utah,UT,1.49,2020
Rich County,Utah,UT,0.84,2020
Salt Lake County,Utah,UT,0.49,2020
San Juan County,Utah,UT,1.26,2020
Sanpete County,Utah,UT,0.73,2020
Sevier County,Utah,UT,1.46,2020
Summit County,Utah,UT,1.15,2020
Tooele County,Utah,UT,0.43,2020
Uintah County,Utah,UT,0.81,2020
Utah County,Utah,UT,0.64,2020
Wasatch County,Utah,UT,0.86,2020
Washington County,Utah,UT,0.63,2020
Wayne County,Utah,UT,1.05,2020
Weber County,Utah,UT,0.63,2020
Addison County,Vermont,VT,11.09,2020
Bennington County,Vermont,VT,12.86,2020
Caledonia County,Vermont,VT,9.19,2020
Chittenden County,Vermont,VT,11.06,2020
Essex County,Vermont,VT,9.09,2020
Franklin County,Vermont,VT,13.03,2020
Grand Isle County,Vermont,VT,13.44,2020
Lamoille County,Vermont,VT,12.07,2020
Orange County,Vermont,VT,9.79,2020
Orleans County,Vermont,VT,12.26,2020
Rutland County,Vermont,VT,10.43,2020
Washington County,Vermont,VT,10.46,2020
Windham County,Vermont,VT,11.99,2020
Windsor County,Vermont,VT,10.91,2020
Accomack County,Virginia,VA,16.19,2020
Albemarle County,Virginia,VA,17.75,2020
Alleghany County,Virginia,VA,13.36,2020
Amelia County,Virginia,VA,20.95,2020
Amherst County,Virginia,VA,18.76,2020
Appomattox County,Virginia,VA,22.91,2020
Arlington County,Virginia,VA,19.76,2020
Augusta County,Virginia,VA,20.34,2020
Bath County,Virginia,VA,14.98,2020
Bedford County,Virginia,VA,17.43,2020
Bland County,Virginia,VA,14.23,2020
Botetourt County,Virginia,VA,14.41,2020
Brunswick County,Virginia,VA,20.40,2020
Buchanan County,Virginia,VA,18.03,2020
Buckingham County,Virginia,VA,20.55,2020
Campbell County,Virginia,VA,21.01,2020
Caroline County,Virginia,VA,20.71,2020
Carroll County,Virginia,VA,17.59,2020
Charles City County,Virginia,VA,26.48,2020
Charlotte County,Virginia,VA,16.85,2020
Chesterfield County,Virginia,VA,23.75,2020
Clarke County,Virginia,VA,14.90,2020
Craig County,Virginia,VA,13.80,2020
Culpeper County,Virginia,VA,18.13,2020
Cumberland County,Virginia,VA,20.27,2020
Dickenson County,Virginia,VA,16.68,2020
