,county,year,infections
16862,"WA, Yakima",2014,1
17959,"WA, Yakima",2015,2
19053,"WA, Yakima",2016,1
20258,"WA, Yakima",2017,
21682,"WA, Yakima",2018,
22375,"WA, Yakima",2019,
22880,"WA, Yakima",2020,1
2628,"WI, Adams",2002,1
4997,"WI, Adams",2003,
6523,"WI, Adams",2004,
7877,"WI, Adams",2005,
9261,"WI, Adams",2006,
11335,"WI, Adams",2008,
16868,"WI, Adams",2014,
20269,"WI, Adams",2017,
2629,"WI, Ashland",2002,
4998,"WI, Ashland",2003,
6524,"WI, Ashland",2004,
7878,"WI, Ashland",2005,
9262,"WI, Ashland",2006,
15886,"WI, Ashland",2013,
16869,"WI, Ashland",2014,1
17965,"WI, Ashland",2015,
20270,"WI, Ashland",2017,
21694,"WI, Ashland",2018,
2630,"WI, Barron",2002,8
4999,"WI, Barron",2003,
6525,"WI, Barron",2004,
7879,"WI, Barron",2005,
9263,"WI, Barron",2006,
10498,"WI, Barron",2007,
14611,"WI, Barron",2012,1
15887,"WI, Barron",2013,
19061,"WI, Barron",2016,
20271,"WI, Barron",2017,1
21695,"WI, Barron",2018,
2631,"WI, Bayfield",2002,
6526,"WI, Bayfield",2004,
10499,"WI, Bayfield",2007,
15888,"WI, Bayfield",2013,
16870,"WI, Bayfield",2014,
19062,"WI, Bayfield",2016,
20272,"WI, Bayfield",2017,
21696,"WI, Bayfield",2018,1
2632,"WI, Brown",2002,4
5000,"WI, Brown",2003,1
6527,"WI, Brown",2004,
7880,"WI, Brown",2005,
9264,"WI, Brown",2006,1
10500,"WI, Brown",2007,
12706,"WI, Brown",2010,
14612,"WI, Brown",2012,
15889,"WI, Brown",2013,2
16871,"WI, Brown",2014,1
17966,"WI, Brown",2015,1
19063,"WI, Brown",2016,
20273,"WI, Brown",2017,2
21697,"WI, Brown",2018,2
2633,"WI, Buffalo",2002,
5001,"WI, Buffalo",2003,
7881,"WI, Buffalo",2005,1
10501,"WI, Buffalo",2007,
16872,"WI, Buffalo",2014,
20274,"WI, Buffalo",2017,1
2634,"WI, Burnett",2002,
5002,"WI, Burnett",2003,1
12075,"WI, Burnett",2009,
16873,"WI, Burnett",2014,
19064,"WI, Burnett",2016,
20275,"WI, Burnett",2017,
21698,"WI, Burnett",2018,
2635,"WI, Calumet",2002,2
5003,"WI, Calumet",2003,
6528,"WI, Calumet",2004,
9265,"WI, Calumet",2006,
15890,"WI, Calumet",2013,
16874,"WI, Calumet",2014,
17967,"WI, Calumet",2015,
20276,"WI, Calumet",2017,1
21699,"WI, Calumet",2018,
2636,"WI, Chippewa",2002,
5004,"WI, Chippewa",2003,1
6529,"WI, Chippewa",2004,1
7882,"WI, Chippewa",2005,
9266,"WI, Chippewa",2006,
10502,"WI, Chippewa",2007,
11336,"WI, Chippewa",2008,1
15891,"WI, Chippewa",2013,
16875,"WI, Chippewa",2014,
17968,"WI, Chippewa",2015,
19065,"WI, Chippewa",2016,1
20277,"WI, Chippewa",2017,
21700,"WI, Chippewa",2018,
2637,"WI, Clark",2002,1
5005,"WI, Clark",2003,
6530,"WI, Clark",2004,
7883,"WI, Clark",2005,
9267,"WI, Clark",2006,
10503,"WI, Clark",2007,
13273,"WI, Clark",2011,
14613,"WI, Clark",2012,
16876,"WI, Clark",2014,
17969,"WI, Clark",2015,
19066,"WI, Clark",2016,
20278,"WI, Clark",2017,
2638,"WI, Columbia",2002,
5006,"WI, Columbia",2003,
6531,"WI, Columbia",2004,
9268,"WI, Columbia",2006,
13274,"WI, Columbia",2011,
20279,"WI, Columbia",2017,
21701,"WI, Columbia",2018,
2639,"WI, Crawford",2002,
5007,"WI, Crawford",2003,
6532,"WI, Crawford",2004,
7884,"WI, Crawford",2005,
20280,"WI, Crawford",2017,1
21702,"WI, Crawford",2018,
329,"WI, Dane",2001,
2640,"WI, Dane",2002,2
5008,"WI, Dane",2003,3
6533,"WI, Dane",2004,1
7885,"WI, Dane",2005,3
9269,"WI, Dane",2006,3
10504,"WI, Dane",2007,2
11337,"WI, Dane",2008,
12076,"WI, Dane",2009,1
13275,"WI, Dane",2011,
14614,"WI, Dane",2012,5
15892,"WI, Dane",2013,4
16877,"WI, Dane",2014,
17970,"WI, Dane",2015,
19067,"WI, Dane",2016,3
20281,"WI, Dane",2017,8
21703,"WI, Dane",2018,8
22376,"WI, Dane",2019,
2641,"WI, Dodge",2002,
5009,"WI, Dodge",2003,
6534,"WI, Dodge",2004,
9270,"WI, Dodge",2006,
10505,"WI, Dodge",2007,1
11338,"WI, Dodge",2008,2
13276,"WI, Dodge",2011,
14615,"WI, Dodge",2012,2
15893,"WI, Dodge",2013,
16878,"WI, Dodge",2014,
17971,"WI, Dodge",2015,1
19068,"WI, Dodge",2016,
20282,"WI, Dodge",2017,1
21704,"WI, Dodge",2018,
2642,"WI, Door",2002,
6535,"WI, Door",2004,
9271,"WI, Door",2006,
20283,"WI, Door",2017,
21705,"WI, Door",2018,
2643,"WI, Douglas",2002,
5010,"WI, Douglas",2003,1
6536,"WI, Douglas",2004,
9272,"WI, Douglas",2006,
11339,"WI, Douglas",2008,
17972,"WI, Douglas",2015,
20284,"WI, Douglas",2017,1
21706,"WI, Douglas",2018,
2644,"WI, Dunn",2002,
5011,"WI, Dunn",2003,
6537,"WI, Dunn",2004,
9273,"WI, Dunn",2006,
10506,"WI, Dunn",2007,
15894,"WI, Dunn",2013,
16879,"WI, Dunn",2014,
20285,"WI, Dunn",2017,
21707,"WI, Dunn",2018,1
2645,"WI, Eau Claire",2002,
5012,"WI, Eau Claire",2003,
6538,"WI, Eau Claire",2004,
7886,"WI, Eau Claire",2005,
9274,"WI, Eau Claire",2006,
10507,"WI, Eau Claire",2007,
11340,"WI, Eau Claire",2008,
12077,"WI, Eau Claire",2009,
14616,"WI, Eau Claire",2012,
15895,"WI, Eau Claire",2013,2
16880,"WI, Eau Claire",2014,
17973,"WI, Eau Claire",2015,
19069,"WI, Eau Claire",2016,
20286,"WI, Eau Claire",2017,1
21708,"WI, Eau Claire",2018,
20287,"WI, Florence",2017,
21709,"WI, Florence",2018,
2646,"WI, Fond Du Lac",2002,
5013,"WI, Fond Du Lac",2003,1
6539,"WI, Fond Du Lac",2004,
7887,"WI, Fond Du Lac",2005,1
9275,"WI, Fond Du Lac",2006,1
11341,"WI, Fond Du Lac",2008,
15896,"WI, Fond Du Lac",2013,
16881,"WI, Fond Du Lac",2014,
19070,"WI, Fond Du Lac",2016,
20288,"WI, Fond Du Lac",2017,1
21710,"WI, Fond Du Lac",2018,
2647,"WI, Forest",2002,
9276,"WI, Forest",2006,
10508,"WI, Forest",2007,
15897,"WI, Forest",2013,
17974,"WI, Forest",2015,
20289,"WI, Forest",2017,
2648,"WI, Grant",2002,1
5014,"WI, Grant",2003,
6540,"WI, Grant",2004,
9277,"WI, Grant",2006,2
10509,"WI, Grant",2007,
11342,"WI, Grant",2008,1
13277,"WI, Grant",2011,
14617,"WI, Grant",2012,1
16882,"WI, Grant",2014,
2649,"WI, Green",2002,1
5015,"WI, Green",2003,
6541,"WI, Green",2004,
7888,"WI, Green",2005,
9278,"WI, Green",2006,
10510,"WI, Green",2007,1
11343,"WI, Green",2008,
12078,"WI, Green",2009,
15898,"WI, Green",2013,
17975,"WI, Green",2015,
19071,"WI, Green",2016,
20290,"WI, Green",2017,
21711,"WI, Green",2018,
2650,"WI, Green Lake",2002,
5016,"WI, Green Lake",2003,
6542,"WI, Green Lake",2004,
11344,"WI, Green Lake",2008,
15899,"WI, Green Lake",2013,
20291,"WI, Green Lake",2017,
21712,"WI, Green Lake",2018,
2651,"WI, Iowa",2002,
5017,"WI, Iowa",2003,
6543,"WI, Iowa",2004,1
9279,"WI, Iowa",2006,1
15900,"WI, Iowa",2013,
21713,"WI, Iowa",2018,1
6544,"WI, Iron",2004,
9280,"WI, Iron",2006,
15901,"WI, Iron",2013,
2652,"WI, Jackson",2002,
5018,"WI, Jackson",2003,
6545,"WI, Jackson",2004,
9281,"WI, Jackson",2006,
14618,"WI, Jackson",2012,
16883,"WI, Jackson",2014,
17976,"WI, Jackson",2015,
20292,"WI, Jackson",2017,
2653,"WI, Jefferson",2002,2
6546,"WI, Jefferson",2004,1
7889,"WI, Jefferson",2005,2
9282,"WI, Jefferson",2006,
10511,"WI, Jefferson",2007,2
11345,"WI, Jefferson",2008,
12707,"WI, Jefferson",2010,1
15902,"WI, Jefferson",2013,1
17977,"WI, Jefferson",2015,
19072,"WI, Jefferson",2016,
20293,"WI, Jefferson",2017,1
21714,"WI, Jefferson",2018,3
22377,"WI, Jefferson",2019,
2654,"WI, Juneau",2002,
9283,"WI, Juneau",2006,
10512,"WI, Juneau",2007,
14619,"WI, Juneau",2012,
15903,"WI, Juneau",2013,
20294,"WI, Juneau",2017,2
21715,"WI, Juneau",2018,
330,"WI, Kenosha",2001,
2655,"WI, Kenosha",2002,3
5019,"WI, Kenosha",2003,
6547,"WI, Kenosha",2004,
7890,"WI, Kenosha",2005,
9284,"WI, Kenosha",2006,
10513,"WI, Kenosha",2007,
14620,"WI, Kenosha",2012,3
15904,"WI, Kenosha",2013,1
17978,"WI, Kenosha",2015,
19073,"WI, Kenosha",2016,
20295,"WI, Kenosha",2017,
21716,"WI, Kenosha",2018,1
22881,"WI, Kenosha",2020,1
2656,"WI, Kewaunee",2002,
6548,"WI, Kewaunee",2004,
9285,"WI, Kewaunee",2006,
20296,"WI, Kewaunee",2017,1
2657,"WI, La Crosse",2002,
5020,"WI, La Crosse",2003,
6549,"WI, La Crosse",2004,
7891,"WI, La Crosse",2005,
9286,"WI, La Crosse",2006,1
10514,"WI, La Crosse",2007,
14621,"WI, La Crosse",2012,3
15905,"WI, La Crosse",2013,
17979,"WI, La Crosse",2015,
19074,"WI, La Crosse",2016,1
20297,"WI, La Crosse",2017,
21717,"WI, La Crosse",2018,
2658,"WI, Lafayette",2002,
15906,"WI, Lafayette",2013,2
20298,"WI, Lafayette",2017,1
2659,"WI, Langlade",2002,
6550,"WI, Langlade",2004,
9287,"WI, Langlade",2006,
14622,"WI, Langlade",2012,1
15907,"WI, Langlade",2013,
16884,"WI, Langlade",2014,
17980,"WI, Langlade",2015,
19075,"WI, Langlade",2016,
20299,"WI, Langlade",2017,
21718,"WI, Langlade",2018,
2660,"WI, Lincoln",2002,1
6551,"WI, Lincoln",2004,
9288,"WI, Lincoln",2006,
10515,"WI, Lincoln",2007,
15908,"WI, Lincoln",2013,
19076,"WI, Lincoln",2016,
20300,"WI, Lincoln",2017,
22378,"WI, Lincoln",2019,
22882,"WI, Lincoln",2020,1
2661,"WI, Manitowoc",2002,1
5021,"WI, Manitowoc",2003,
6552,"WI, Manitowoc",2004,
9289,"WI, Manitowoc",2006,1
15909,"WI, Manitowoc",2013,1
17981,"WI, Manitowoc",2015,
19077,"WI, Manitowoc",2016,1
20301,"WI, Manitowoc",2017,
21719,"WI, Manitowoc",2018,
22379,"WI, Manitowoc",2019,1
2662,"WI, Marathon",2002,
5022,"WI, Marathon",2003,
6553,"WI, Marathon",2004,
7892,"WI, Marathon",2005,1
9290,"WI, Marathon",2006,
10516,"WI, Marathon",2007,
11346,"WI, Marathon",2008,1
12079,"WI, Marathon",2009,
13278,"WI, Marathon",2011,1
15910,"WI, Marathon",2013,
16885,"WI, Marathon",2014,
17982,"WI, Marathon",2015,1
19078,"WI, Marathon",2016,
20302,"WI, Marathon",2017,1
21720,"WI, Marathon",2018,1
2663,"WI, Marinette",2002,1
6554,"WI, Marinette",2004,
9291,"WI, Marinette",2006,
15911,"WI, Marinette",2013,
16886,"WI, Marinette",2014,
17983,"WI, Marinette",2015,
19079,"WI, Marinette",2016,
20303,"WI, Marinette",2017,
21721,"WI, Marinette",2018,
2664,"WI, Marquette",2002,1
6555,"WI, Marquette",2004,
9292,"WI, Marquette",2006,
15912,"WI, Marquette",2013,
20304,"WI, Marquette",2017,
15913,"WI, Menominee",2013,
20305,"WI, Menominee",2017,
331,"WI, Milwaukee",2001,
2665,"WI, Milwaukee",2002,9
5023,"WI, Milwaukee",2003,
6556,"WI, Milwaukee",2004,
7893,"WI, Milwaukee",2005,8
9293,"WI, Milwaukee",2006,5
10517,"WI, Milwaukee",2007,1
11347,"WI, Milwaukee",2008,1
12080,"WI, Milwaukee",2009,
12708,"WI, Milwaukee",2010,
13279,"WI, Milwaukee",2011,1
14623,"WI, Milwaukee",2012,27
15914,"WI, Milwaukee",2013,3
16887,"WI, Milwaukee",2014,2
17984,"WI, Milwaukee",2015,3
19080,"WI, Milwaukee",2016,1
20306,"WI, Milwaukee",2017,5
21722,"WI, Milwaukee",2018,6
22380,"WI, Milwaukee",2019,1
22883,"WI, Milwaukee",2020,1
2666,"WI, Monroe",2002,
5024,"WI, Monroe",2003,
6557,"WI, Monroe",2004,
9294,"WI, Monroe",2006,
10518,"WI, Monroe",2007,
17985,"WI, Monroe",2015,
19081,"WI, Monroe",2016,
20307,"WI, Monroe",2017,2
5025,"WI, Oconto",2003,
9295,"WI, Oconto",2006,
13280,"WI, Oconto",2011,1
15915,"WI, Oconto",2013,
16888,"WI, Oconto",2014,
17986,"WI, Oconto",2015,
19082,"WI, Oconto",2016,
20308,"WI, Oconto",2017,2
2667,"WI, Oneida",2002,
5026,"WI, Oneida",2003,
6558,"WI, Oneida",2004,
9296,"WI, Oneida",2006,
10519,"WI, Oneida",2007,
11348,"WI, Oneida",2008,
14624,"WI, Oneida",2012,
15916,"WI, Oneida",2013,
17987,"WI, Oneida",2015,1
19083,"WI, Oneida",2016,
20309,"WI, Oneida",2017,
21723,"WI, Oneida",2018,
2668,"WI, Outagamie",2002,
5027,"WI, Outagamie",2003,1
6559,"WI, Outagamie",2004,1
7894,"WI, Outagamie",2005,1
9297,"WI, Outagamie",2006,
10520,"WI, Outagamie",2007,
11349,"WI, Outagamie",2008,1
14625,"WI, Outagamie",2012,
15917,"WI, Outagamie",2013,
16889,"WI, Outagamie",2014,1
17988,"WI, Outagamie",2015,
19084,"WI, Outagamie",2016,
20310,"WI, Outagamie",2017,1
21724,"WI, Outagamie",2018,
2669,"WI, Ozaukee",2002,
5028,"WI, Ozaukee",2003,1
6560,"WI, Ozaukee",2004,
7895,"WI, Ozaukee",2005,
9298,"WI, Ozaukee",2006,
10521,"WI, Ozaukee",2007,
14626,"WI, Ozaukee",2012,
15918,"WI, Ozaukee",2013,
17989,"WI, Ozaukee",2015,
19085,"WI, Ozaukee",2016,
20311,"WI, Ozaukee",2017,
21725,"WI, Ozaukee",2018,
22884,"WI, Ozaukee",2020,1
2670,"WI, Pepin",2002,
6561,"WI, Pepin",2004,
7896,"WI, Pepin",2005,
9299,"WI, Pepin",2006,
15919,"WI, Pepin",2013,
2671,"WI, Pierce",2002,
5029,"WI, Pierce",2003,
6562,"WI, Pierce",2004,
7897,"WI, Pierce",2005,
14627,"WI, Pierce",2012,
15920,"WI, Pierce",2013,
17990,"WI, Pierce",2015,
19086,"WI, Pierce",2016,
21726,"WI, Pierce",2018,
2672,"WI, Polk",2002,
5030,"WI, Polk",2003,1
6563,"WI, Polk",2004,1
9300,"WI, Polk",2006,
10522,"WI, Polk",2007,
11350,"WI, Polk",2008,
13281,"WI, Polk",2011,
14628,"WI, Polk",2012,1
15921,"WI, Polk",2013,
19087,"WI, Polk",2016,
20312,"WI, Polk",2017,
21727,"WI, Polk",2018,
2673,"WI, Portage",2002,
5031,"WI, Portage",2003,1
6564,"WI, Portage",2004,1
7898,"WI, Portage",2005,
9301,"WI, Portage",2006,1
11351,"WI, Portage",2008,
12081,"WI, Portage",2009,
14629,"WI, Portage",2012,
15922,"WI, Portage",2013,
16890,"WI, Portage",2014,
17991,"WI, Portage",2015,
19088,"WI, Portage",2016,
20313,"WI, Portage",2017,
21728,"WI, Portage",2018,
2674,"WI, Price",2002,
9302,"WI, Price",2006,
11352,"WI, Price",2008,
13282,"WI, Price",2011,
15923,"WI, Price",2013,
17992,"WI, Price",2015,
20314,"WI, Price",2017,1
21729,"WI, Price",2018,
332,"WI, Racine",2001,
2675,"WI, Racine",2002,4
5032,"WI, Racine",2003,
6565,"WI, Racine",2004,
7899,"WI, Racine",2005,
9303,"WI, Racine",2006,
10523,"WI, Racine",2007,
11353,"WI, Racine",2008,1
14630,"WI, Racine",2012,2
15924,"WI, Racine",2013,
17993,"WI, Racine",2015,1
19089,"WI, Racine",2016,
20315,"WI, Racine",2017,2
21730,"WI, Racine",2018,1
2676,"WI, Richland",2002,1
6566,"WI, Richland",2004,
11354,"WI, Richland",2008,
20316,"WI, Richland",2017,
2677,"WI, Rock",2002,
5033,"WI, Rock",2003,
6567,"WI, Rock",2004,1
7900,"WI, Rock",2005,
9304,"WI, Rock",2006,1
10524,"WI, Rock",2007,2
14631,"WI, Rock",2012,2
15925,"WI, Rock",2013,1
19090,"WI, Rock",2016,2
20317,"WI, Rock",2017,1
21731,"WI, Rock",2018,1
2678,"WI, Rusk",2002,1
6568,"WI, Rusk",2004,1
9305,"WI, Rusk",2006,1
15926,"WI, Rusk",2013,
16891,"WI, Rusk",2014,
19091,"WI, Rusk",2016,
20318,"WI, Rusk",2017,
21732,"WI, Rusk",2018,
2680,"WI, Sauk",2002,1
5035,"WI, Sauk",2003,
6570,"WI, Sauk",2004,
9307,"WI, Sauk",2006,
10526,"WI, Sauk",2007,
11355,"WI, Sauk",2008,
15928,"WI, Sauk",2013,
16893,"WI, Sauk",2014,
19093,"WI, Sauk",2016,
20320,"WI, Sauk",2017,
21733,"WI, Sauk",2018,
2681,"WI, Sawyer",2002,
5036,"WI, Sawyer",2003,
6571,"WI, Sawyer",2004,
9308,"WI, Sawyer",2006,
13283,"WI, Sawyer",2011,
15929,"WI, Sawyer",2013,
17995,"WI, Sawyer",2015,
19094,"WI, Sawyer",2016,1
20321,"WI, Sawyer",2017,
21734,"WI, Sawyer",2018,
2682,"WI, Shawano",2002,
5037,"WI, Shawano",2003,
6572,"WI, Shawano",2004,
9309,"WI, Shawano",2006,1
16894,"WI, Shawano",2014,
17996,"WI, Shawano",2015,
19095,"WI, Shawano",2016,
20322,"WI, Shawano",2017,4
2683,"WI, Sheboygan",2002,
5038,"WI, Sheboygan",2003,1
6573,"WI, Sheboygan",2004,
9310,"WI, Sheboygan",2006,
11356,"WI, Sheboygan",2008,
14633,"WI, Sheboygan",2012,
16895,"WI, Sheboygan",2014,
17997,"WI, Sheboygan",2015,
19096,"WI, Sheboygan",2016,1
20323,"WI, Sheboygan",2017,
21735,"WI, Sheboygan",2018,
2679,"WI, St Croix",2002,
5034,"WI, St Croix",2003,
6569,"WI, St Croix",2004,
9306,"WI, St Croix",2006,
10525,"WI, St Croix",2007,1
14632,"WI, St Croix",2012,
15927,"WI, St Croix",2013,
16892,"WI, St Croix",2014,
17994,"WI, St Croix",2015,
19092,"WI, St Croix",2016,1
20319,"WI, St Croix",2017,
2684,"WI, Taylor",2002,
9311,"WI, Taylor",2006,
17998,"WI, Taylor",2015,
2685,"WI, Trempealeau",2002,
5039,"WI, Trempealeau",2003,
6574,"WI, Trempealeau",2004,
7901,"WI, Trempealeau",2005,
9312,"WI, Trempealeau",2006,
14634,"WI, Trempealeau",2012,
16896,"WI, Trempealeau",2014,
19097,"WI, Trempealeau",2016,1
20324,"WI, Trempealeau",2017,1
21736,"WI, Trempealeau",2018,1
2686,"WI, Vernon",2002,
5040,"WI, Vernon",2003,1
10527,"WI, Vernon",2007,
20325,"WI, Vernon",2017,
2687,"WI, Vilas",2002,
6575,"WI, Vilas",2004,
7902,"WI, Vilas",2005,
9313,"WI, Vilas",2006,
10528,"WI, Vilas",2007,
13284,"WI, Vilas",2011,
15930,"WI, Vilas",2013,
17999,"WI, Vilas",2015,
19098,"WI, Vilas",2016,
20326,"WI, Vilas",2017,1
21737,"WI, Vilas",2018,
2688,"WI, Walworth",2002,
5041,"WI, Walworth",2003,
6576,"WI, Walworth",2004,1
7903,"WI, Walworth",2005,
9314,"WI, Walworth",2006,1
10529,"WI, Walworth",2007,2
11357,"WI, Walworth",2008,
15931,"WI, Walworth",2013,4
18000,"WI, Walworth",2015,1
19099,"WI, Walworth",2016,
20327,"WI, Walworth",2017,1
21738,"WI, Walworth",2018,1
22885,"WI, Walworth",2020,1
2689,"WI, Washburn",2002,
5042,"WI, Washburn",2003,
6577,"WI, Washburn",2004,
9315,"WI, Washburn",2006,
11358,"WI, Washburn",2008,
15932,"WI, Washburn",2013,
19100,"WI, Washburn",2016,
20328,"WI, Washburn",2017,
21739,"WI, Washburn",2018,
2690,"WI, Washington",2002,
5043,"WI, Washington",2003,1
6578,"WI, Washington",2004,
7904,"WI, Washington",2005,
9316,"WI, Washington",2006,
10530,"WI, Washington",2007,
11359,"WI, Washington",2008,
12082,"WI, Washington",2009,
12709,"WI, Washington",2010,1
14635,"WI, Washington",2012,1
15933,"WI, Washington",2013,
18001,"WI, Washington",2015,
19101,"WI, Washington",2016,
20329,"WI, Washington",2017,
21740,"WI, Washington",2018,
333,"WI, Waukesha",2001,
2691,"WI, Waukesha",2002,6
5044,"WI, Waukesha",2003,
6579,"WI, Waukesha",2004,
7905,"WI, Waukesha",2005,
9317,"WI, Waukesha",2006,
10531,"WI, Waukesha",2007,1
11360,"WI, Waukesha",2008,
12710,"WI, Waukesha",2010,
13285,"WI, Waukesha",2011,
14636,"WI, Waukesha",2012,7
15934,"WI, Waukesha",2013,
16897,"WI, Waukesha",2014,
18002,"WI, Waukesha",2015,
19102,"WI, Waukesha",2016,
20330,"WI, Waukesha",2017,4
21741,"WI, Waukesha",2018,5
2692,"WI, Waupaca",2002,
5045,"WI, Waupaca",2003,
6580,"WI, Waupaca",2004,
9318,"WI, Waupaca",2006,
13286,"WI, Waupaca",2011,
15935,"WI, Waupaca",2013,
16898,"WI, Waupaca",2014,
18003,"WI, Waupaca",2015,
20331,"WI, Waupaca",2017,
2693,"WI, Waushara",2002,
6581,"WI, Waushara",2004,
7906,"WI, Waushara",2005,
9319,"WI, Waushara",2006,
15936,"WI, Waushara",2013,
18004,"WI, Waushara",2015,
19103,"WI, Waushara",2016,
20332,"WI, Waushara",2017,
2694,"WI, Winnebago",2002,1
5046,"WI, Winnebago",2003,2
6582,"WI, Winnebago",2004,
7907,"WI, Winnebago",2005,
9320,"WI, Winnebago",2006,1
10532,"WI, Winnebago",2007,
11361,"WI, Winnebago",2008,
12711,"WI, Winnebago",2010,
14637,"WI, Winnebago",2012,1
15937,"WI, Winnebago",2013,
16899,"WI, Winnebago",2014,1
18005,"WI, Winnebago",2015,
19104,"WI, Winnebago",2016,
20333,"WI, Winnebago",2017,
21742,"WI, Winnebago",2018,
2695,"WI, Wood",2002,
5047,"WI, Wood",2003,
6583,"WI, Wood",2004,2
9321,"WI, Wood",2006,
10533,"WI, Wood",2007,
11362,"WI, Wood",2008,
13287,"WI, Wood",2011,
15938,"WI, Wood",2013,
19105,"WI, Wood",2016,
20334,"WI, Wood",2017,2
2583,"WV, Barbour",2002,
4961,"WV, Barbour",2003,
2584,"WV, Berkeley",2002,
4962,"WV, Berkeley",2003,1
6512,"WV, Berkeley",2004,
13264,"WV, Berkeley",2011,1
14588,"WV, Berkeley",2012,1
15875,"WV, Berkeley",2013,
19054,"WV, Berkeley",2016,1
20259,"WV, Berkeley",2017,
21683,"WV, Berkeley",2018,
2585,"WV, Boone",2002,
4963,"WV, Boone",2003,
6513,"WV, Boone",2004,
13265,"WV, Boone",2011,
14589,"WV, Boone",2012,
2586,"WV, Braxton",2002,
4964,"WV, Braxton",2003,
6514,"WV, Braxton",2004,
14590,"WV, Braxton",2012,
15876,"WV, Braxton",2013,
2587,"WV, Brooke",2002,
14591,"WV, Brooke",2012,
2588,"WV, Cabell",2002,
4965,"WV, Cabell",2003,
12066,"WV, Cabell",2009,
13266,"WV, Cabell",2011,
14592,"WV, Cabell",2012,
15877,"WV, Cabell",2013,
16863,"WV, Cabell",2014,
17960,"WV, Cabell",2015,
19055,"WV, Cabell",2016,
20260,"WV, Cabell",2017,1
21684,"WV, Cabell",2018,
13267,"WV, Calhoun",2011,
14593,"WV, Clay",2012,
2589,"WV, Doddridge",2002,
21685,"WV, Doddridge",2018,
2590,"WV, Fayette",2002,
4966,"WV, Fayette",2003,
7866,"WV, Fayette",2005,
12067,"WV, Fayette",2009,
13268,"WV, Fayette",2011,
14594,"WV, Fayette",2012,1
15878,"WV, Fayette",2013,
20261,"WV, Fayette",2017,
21686,"WV, Fayette",2018,
2591,"WV, Gilmer",2002,
4967,"WV, Gilmer",2003,
2592,"WV, Grant",2002,
4968,"WV, Grant",2003,
11328,"WV, Grant",2008,
2593,"WV, Greenbrier",2002,
4969,"WV, Greenbrier",2003,
7867,"WV, Greenbrier",2005,
9257,"WV, Greenbrier",2006,
12068,"WV, Greenbrier",2009,
2594,"WV, Hampshire",2002,
6515,"WV, Hampshire",2004,
2595,"WV, Hancock",2002,
4970,"WV, Hancock",2003,
7868,"WV, Hancock",2005,
11329,"WV, Hancock",2008,
12069,"WV, Hancock",2009,
16864,"WV, Hancock",2014,
2596,"WV, Hardy",2002,
6516,"WV, Hardy",2004,
11330,"WV, Hardy",2008,
14595,"WV, Hardy",2012,
21687,"WV, Hardy",2018,1
2597,"WV, Harrison",2002,
4971,"WV, Harrison",2003,
14596,"WV, Harrison",2012,
15879,"WV, Harrison",2013,
2598,"WV, Jackson",2002,
4972,"WV, Jackson",2003,
6517,"WV, Jackson",2004,
7869,"WV, Jackson",2005,
10491,"WV, Jackson",2007,
11331,"WV, Jackson",2008,
12070,"WV, Jackson",2009,
12703,"WV, Jackson",2010,
2599,"WV, Jefferson",2002,
4973,"WV, Jefferson",2003,
6518,"WV, Jefferson",2004,
10492,"WV, Jefferson",2007,
14597,"WV, Jefferson",2012,
16865,"WV, Jefferson",2014,
17961,"WV, Jefferson",2015,
20262,"WV, Jefferson",2017,
2600,"WV, Kanawha",2002,
4974,"WV, Kanawha",2003,
6519,"WV, Kanawha",2004,
7870,"WV, Kanawha",2005,
9258,"WV, Kanawha",2006,1
10493,"WV, Kanawha",2007,
11332,"WV, Kanawha",2008,
12071,"WV, Kanawha",2009,
12704,"WV, Kanawha",2010,
13269,"WV, Kanawha",2011,
14598,"WV, Kanawha",2012,5
15880,"WV, Kanawha",2013,
16866,"WV, Kanawha",2014,
17962,"WV, Kanawha",2015,
19056,"WV, Kanawha",2016,
20263,"WV, Kanawha",2017,
21688,"WV, Kanawha",2018,
2601,"WV, Lewis",2002,
4975,"WV, Lewis",2003,1
10494,"WV, Lewis",2007,
2602,"WV, Lincoln",2002,
9259,"WV, Lincoln",2006,
2603,"WV, Logan",2002,
4976,"WV, Logan",2003,
2604,"WV, Marion",2002,
4977,"WV, Marion",2003,
2605,"WV, Marshall",2002,
4978,"WV, Marshall",2003,
7871,"WV, Marshall",2005,
2606,"WV, Mason",2002,
4979,"WV, Mason",2003,
19057,"WV, Mason",2016,
2607,"WV, Mercer",2002,
9260,"WV, Mercer",2006,
14599,"WV, Mercer",2012,
15881,"WV, Mercer",2013,
21689,"WV, Mercer",2018,
2608,"WV, Mineral",2002,
4980,"WV, Mineral",2003,
16867,"WV, Mineral",2014,
19058,"WV, Mineral",2016,
2609,"WV, Mingo",2002,
7872,"WV, Mingo",2005,
2610,"WV, Monongalia",2002,
4981,"WV, Monongalia",2003,
15882,"WV, Monongalia",2013,1
2611,"WV, Monroe",2002,
4982,"WV, Monroe",2003,
7873,"WV, Monroe",2005,
10495,"WV, Monroe",2007,
14600,"WV, Monroe",2012,1
